formula,Tc
Ba2CaCu2Tl2O8,102.4
Ba2CaCu2Tl2O8,104.7
Ba2CaCu2Tl2O8,85.0
Ba2CaCu2Tl2O8,110.0
Ba2CaCu2Tl2O8,110.0
Ba2CaCu2Tl2O8,22.0
Ba2CaCu2Tl2O8,105.0
Ba2CaCu2Tl2O8,119.5
Ba2CaCu2Tl2O8,99.0
Ba2CaCu2Tl2O8,107.0
Ba2CaCu2Tl2O8,36.0
Ba2CaCu2Tl2O8,112.0
Ba2CaCu2Tl2O8,107.0
Ba2CaCu2Tl2O8,106.0
Ba2CaCu2Tl2O8,99.5
Ba2CaCu2Tl2O8,101.0
Ba2CaCu2Tl2O8,105.0
Ba2CaCu2Tl2O8,105.0
Ba2CaCu2Tl2O8,108.0
Ba2CaCu2Tl2O8,85.0
Ba2CaCu2Tl2O8,110.0
Ba2CaCu2Tl2O8,107.0
Ba2CaCu2Tl2O8,99.0
Ba2CaCu2Tl2O8,110.0
Ba2CaCu2Tl2O8,103.0
Ba2CaCu2Tl2O8,113.1
Ba2CaCu2Tl2O8,113.9
Ba2CaCu2Tl2O8,114.8
Ba2CaCu2Tl2O8,113.0
Ba2CaCu2Tl2O8,116.0
Ba2CaCu2Tl2O8,110.0
Ba2CaCu2Tl2O8,98.0
Ba2CaCu2Tl2O8,97.0
Ba2CaCu2Tl2O8,103.0
Ba2CaCu2Tl2O8,108.0
Ba2CaCu2Tl2O8,110.0
Ba2CaCu2Tl2O8,109.0
Ba2CaCu2Tl2O8,110.0
Ba2CaCu2Tl2O8,103.0
Ba2CaCu2Tl2O8,110.0
Ba2CaCu2Tl2O8,83.0
Ba2CaCu2Tl2O8,47.0
Ba2CaCu2Tl2O8,99.0
Ba2CaCu2Tl2O8,79.0
Ba2CuTl2O6 tet2,100.0
Ba2CuTl2O6 tet2,91.8
Ba2CuTl2O6 tet2,50.0
Ba2CuTl2O6 tet2,53.0
Ba2CuTl2O6 tet2,85.0
Ba2CuTl2O6 tet2,53.0
Ba2CuTl2O6 tet2,40.0
Ba2CuTl2O6 tet2,60.0
Ba2CuTl2O6 tet2,91.1
Ba2CuTl2O6 tet2,73.0
Ba2CuTl2O6 tet2,92.0
Ba2CuTl2O6 tet2,91.1
Ba2Ca2Cu3TlO9,105.8
Ba2Ca2Cu3TlO9,121.0
Ba2Ca2Cu3TlO9,108.0
Ba2Ca2Cu3TlO9,122.9
Ba2Ca2Cu3TlO9,120.0
Ba2Ca2Cu3TlO9,110.0
Ba2Ca2Cu3TlO9,117.0
Ba2Ca2Cu3TlO9,111.0
Ba2Ca2Cu3TlO9,120.0
Ba2Ca2Cu3TlO9,118.0
Ba2Ca2Cu3TlO9,130.6
Ba2CaCu2TlO7,73.0
Ba2CaCu2TlO7,80.0
Ba2CaCu2TlO7,77.0
Ba2CaCu2TlO7,50.0
Ba2CaCu2TlO7,80.0
Ba2CaCu2TlO7,119.5
Ba2CaCu2TlO7,80.0
Ba2CaCu2TlO7,103.0
Ba2CaCu2TlO7,80.0
Ba2CaCu2TlO7,106.0
Ba2CaCu2TlO7,73.0
Ba2CaCu2TlO7,110.0
Ba2CaCu2TlO7,95.0
Ba2CaCu2TlO7,89.0
Ba2CaCu2TlO7,103.0
Ba2CaCu2TlO7,112.0
Ba2CaCu2TlO7,109.0
Sr2CaCu2Tl0.5Pb0.5O7,78.0
Sr2CaCu2Tl0.5Pb0.5O7,75.0
Sr2CaCu2Tl0.5Pb0.5O7,77.0
Sr2CaCu2Tl0.5Pb0.5O7,85.0
Sr2CaCu2Tl0.5Pb0.5O7,85.0
Sr2CaCu2Tl0.5Pb0.5O7,85.0
Sr2CaCu2Tl0.5Pb0.5O7,112.0
Sr2CaCu2Tl0.5Pb0.5O7,90.0
Sr2CaCu2Tl0.5Pb0.5O7,84.0
Sr2CaCu2Tl0.5Pb0.5O7,81.2
Sr2CaCu2Tl0.5Pb0.5O7,55.0
Sr2CaCu2Tl0.5Pb0.5O7,73.0
Sr2CaCu2Tl0.5Pb0.5O7,78.0
Sr2CaCu2Tl0.5Pb0.5O7,90.0
Sr2CaCu2Tl0.5Pb0.5O7,74.1
Sr2Cu2TlPrO7 rt,90.0
Sr2Cu2TlPrO7 rt,62.0
Sr2Cu2TlPrO7 rt,89.0
Sr2Cu2TlEuO7,87.0
Sr2Cu2TlErO7,90.0
Sr2Cu2TlSmO7,90.0
YNi2B2C,15.6
YNi2B2C,15.0
YNi2B2C,13.77
YNi2B2C,15.3
YNi2B2C,8.33
YNi2B2C,15.4
YNi2B2C,15.4
YNi2B2C,14.5
YNi2B2C,15.6
YNi2B2C,15.0
YNi2B2C,15.6
YNi2B2C,15.6
YNi2B2C,14.0
YNi2B2C,15.6
YNi2B2C,14.4
YNi2B2C,14.6
YNi2B2C,13.8
YNi2B2C,14.9
YNi2B2C,15.6
YNi2B2C,15.2
YNi2B2C,15.4
YNi2B2C,15.0
YNi2B2C,15.6
YNi2B2C,15.0
YNi2B2C,14.3
YNi2B2C,15.5
YNi2B2C,15.4
YNi2B2C,15.4
YNi2B2C,15.5
YNi2B2C,15.6
YNi2B2C,14.8
YNi2B2C,14.5
YNi2B2C,22.0
YNi2B2C,14.5
YNi2B2C,15.0
YNi2B2C,15.45
YNi2B2C,15.0
YNi2B2C,15.5
YNi2B2C,16.0
YNi2B2C,14.25
YNi2B2C,16.18
YNi2B2C,16.5
YNi2B2C,15.9
YNi2B2C,15.1
YNi2B2C,14.5
Sr0.85CuNd0.15O2 hp,43.0
Sr0.85CuNd0.15O2 hp,18.0
Sr0.85CuNd0.15O2 hp,5.0
Sr0.85CuNd0.15O2 hp,30.0
Sr0.85CuNd0.15O2 hp,20.0
Sr0.85CuNd0.15O2 hp,20.0
Sr0.85CuNd0.15O2 hp,44.0
Sr0.85CuNd0.15O2 hp,40.0
Sr0.85CuNd0.15O2 hp,40.0
Sr0.85CuNd0.15O2 hp,54.0
Sr0.85CuNd0.15O2 hp,21.5
Sr0.85CuSm0.15O2,44.0
Sr0.85CuSm0.15O2,40.0
Ba2Cu2.9Au0.1YO7,60.0
Ba2Cu2.9Au0.1YO7,54.0
Ba2Cu2.9Au0.1YO7,91.3
Ba2Cu2.9Au0.1YO7,92.3
Ba2Cu2.9Au0.1YO7,87.0
Sr0.9CuLa0.1O2 hp,40.0
Sr0.9CuLa0.1O2 hp,24.0
Sr0.9CuLa0.1O2 hp,42.0
Sr0.9CuLa0.1O2 hp,43.5
Sr0.9CuLa0.1O2 hp,42.5
Sr0.9CuLa0.1O2 hp,44.0
Sr0.9CuLa0.1O2 hp,43.0
Sr0.9CuLa0.1O2 hp,42.0
Sr0.9CuLa0.1O2 hp,42.5
Sr0.9CuLa0.1O2 hp,43.5
Sr0.9CuLa0.1O2 hp,42.0
Sr0.9CuLa0.1O2 hp,43.0
Sr0.9CuLa0.1O2 hp,42.0
Sr0.9CuLa0.1O2 hp,45.0
Sr0.9CuLa0.1O2 hp,43.0
Sr0.9CuLa0.1O2 hp,43.0
Sr0.9CuLa0.1O2 hp,43.0
Sr0.85CuPr0.15O2,44.0
Sr0.85CuPr0.15O2,35.0
Sr0.9CuEu0.1O2,40.0
CuLaSmO4,21.3
CuLaSmO4,25.0
CuCe0.2Nd1.8O4,28.0
CuCe0.2Nd1.8O4,20.0
CuCe0.2Nd1.8O4,15.9
CuCe0.2Nd1.8O4,23.2
CuCe0.2Nd1.8O4,20.0
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,22.0
CuCe0.2Nd1.8O4,22.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,20.0
CuCe0.2Nd1.8O4,23.5
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,23.0
CuCe0.2Nd1.8O4,16.5
CuCe0.2Nd1.8O4,23.0
CuCe0.2Nd1.8O4,22.0
CuCe0.2Nd1.8O4,13.5
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,25.0
CuCe0.2Nd1.8O4,22.8
CuCe0.2Nd1.8O4,23.0
CuCe0.2Nd1.8O4,32.0
CuCe0.2Nd1.8O4,20.5
CuCe0.2Nd1.8O4,16.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,18.5
CuCe0.2Nd1.8O4,11.0
CuCe0.2Nd1.8O4,20.5
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,24.5
CuCe0.2Nd1.8O4,25.0
CuCe0.2Nd1.8O4,21.7
CuCe0.2Nd1.8O4,10.0
CuCe0.2Nd1.8O4,20.0
CuCe0.2Nd1.8O4,20.0
CuCe0.2Nd1.8O4,25.0
CuCe0.2Nd1.8O4,16.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,22.0
CuCe0.2Nd1.8O4,22.8
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,7.0
CuCe0.2Nd1.8O4,0.4
CuCe0.2Nd1.8O4,4.8
CuCe0.2Nd1.8O4,25.5
CuCe0.2Nd1.8O4,23.2
CuCe0.2Nd1.8O4,9.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,21.6
CuCe0.2Nd1.8O4,22.2
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,22.4
CuCe0.2Nd1.8O4,26.6
CuCe0.2Nd1.8O4,23.5
CuCe0.2Nd1.8O4,22.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,24.1
CuCe0.2Nd1.8O4,11.0
CuCe0.2Nd1.8O4,10.0
CuCe0.2Nd1.8O4,14.0
CuCe0.2Nd1.8O4,25.0
CuCe0.2Nd1.8O4,24.3
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,22.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,19.0
CuCe0.2Nd1.8O4,23.5
CuCe0.2Nd1.8O4,13.9
CuCe0.2Nd1.8O4,27.0
CuCe0.2Nd1.8O4,25.0
CuCe0.2Nd1.8O4,20.0
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,23.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,22.04
CuCe0.2Nd1.8O4,17.0
CuCe0.2Nd1.8O4,6.0
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,21.3
CuCe0.2Nd1.8O4,21.5
CuCe0.2Nd1.8O4,26.0
CuCe0.2Nd1.8O4,22.0
CuCe0.2Nd1.8O4,18.0
CuCe0.2Nd1.8O4,20.0
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,20.5
CuCe0.2Nd1.8O4,17.5
CuCe0.2Nd1.8O4,1.5
CuCe0.2Nd1.8O4,31.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,18.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,26.0
CuCe0.2Nd1.8O4,23.0
CuCe0.2Nd1.8O4,24.6
CuCe0.2Nd1.8O4,21.0
CuCe0.2Nd1.8O4,20.0
CuCe0.2Nd1.8O4,16.0
CuCe0.2Nd1.8O4,25.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,23.0
CuCe0.2Nd1.8O4,12.5
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,22.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,24.9
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,22.5
CuCe0.2Nd1.8O4,23.0
CuCe0.2Nd1.8O4,23.0
CuCe0.2Nd1.8O4,24.0
CuCe0.2Nd1.8O4,25.0
CuCe0.2Nd1.8O4,25.0
CuCe0.2Nd1.8O4,26.2
Sr0.81CuGd0.19O2,40.0
Ba0.5Sr0.5PbO3 ht2,70.0
Ba1.5Cu3Pr0.5EuO7,13.0
Ba2Cu3EuO6.1,93.8
Ba2Cu3EuO6.1,92.0
Ba2Cu3EuO6.1,74.0
Ba2Cu3EuO6.1,93.5
Ba2Cu3EuO6.1,94.1
Ba2Cu3EuO6.1,92.7
Ba2Cu3EuO6.1,95.0
Ba2Cu3EuO6.1,94.0
Ba2Cu3EuO6.1,88.0
Ba2Cu3EuO6.1,88.0
Ba2Cu3EuO6.1,94.9
Ba2Cu3EuO6.1,93.7
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,100.0
Ba2Cu3EuO6.1,94.77
Ba2Cu3EuO6.1,94.75
Ba2Cu3EuO6.1,94.9
Ba2Cu3EuO6.1,97.5
Ba2Cu3EuO6.1,80.0
Ba2Cu3EuO6.1,92.0
Ba2Cu3EuO6.1,94.5
Ba2Cu3EuO6.1,95.6
Ba2Cu3EuO6.1,88.0
Ba2Cu3EuO6.1,86.0
Ba2Cu3EuO6.1,100.0
Ba2Cu3EuO6.1,92.0
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,95.0
Ba2Cu3EuO6.1,88.0
Ba2Cu3EuO6.1,93.0
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,94.0
Ba2Cu3EuO6.1,93.0
Ba2Cu3EuO6.1,94.8
Ba2Cu3EuO6.1,91.7
Ba2Cu3EuO6.1,85.0
Ba2Cu3EuO6.1,95.0
Ba2Cu3EuO6.1,95.1
Ba2Cu3EuO6.1,92.0
Ba2Cu3EuO6.1,87.0
Ba2Cu3EuO6.1,67.0
Ba1.5Cu3Eu1.5O7,24.0
Ba2Cu3EuO6.1,94.0
Ba2Cu3EuO6.1,94.3
Ba2Cu3EuO6.1,87.2
Ba2Cu3EuO6.1,80.0
Ba2Cu3EuO6.1,95.3
Ba2Cu3EuO6.1,85.1
Ba2Cu3EuO6.1,76.9
Ba2Cu3EuO6.1,91.4
Ba2Cu3EuO6.1,90.1
Ba2Cu3EuO6.1,74.0
Ba2Cu3EuO6.1,91.0
Ba2Cu3EuO6.1,86.5
Ba2Cu3EuO6.1,70.0
Ba2Cu3EuO6.1,82.2
Ba2Cu3EuO6.1,83.2
Ba2Cu3EuO6.1,94.0
Ba2Cu3EuO6.1,92.0
Ba2Cu3EuO6.1,90.0
Ba2Cu3EuO6.1,70.0
Ba2Cu3EuO6.1,60.0
Ba2Cu3EuO6.1,92.0
Ba2Cu3EuO6.1,70.0
Ba1.5Cu3Eu1.5O7,43.0
Ba1.5Cu3Eu1.5O7,13.0
Ba2Cu3EuO6.1,93.6
Ba2Cu3EuO6.1,96.0
Ba2Cu3EuO6.1,127.7
Ba2Cu3EuO6.1,93.7
Ba2Cu3EuO6.1,94.5
Ba2Cu3EuO6.1,92.0
Ba2Cu3EuO6.1,86.0
Ba2Cu3EuO6.1,78.0
Ba1.5Cu3Eu1.5O7,16.0
Ba2Cu3EuO6.1,93.0
Ba2Cu3EuO6.1,94.0
Ba2Cu3EuO6.1,94.5
Ba2Cu3EuO6.1,93.0
Ba2Cu3EuO6.1,94.9
K0.5Ba0.5BiO3 rt,30.0
K0.5Ba0.5BiO3 rt,29.0
K0.5Ba0.5BiO3 rt,30.0
K0.5Ba0.5BiO3 rt,32.0
K0.5Ba0.5BiO3 rt,31.0
K0.5Ba0.5BiO3 rt,27.0
K0.5Ba0.5BiO3 rt,17.0
K0.5Ba0.5BiO3 rt,32.0
K0.5Ba0.5BiO3 rt,28.0
K0.5Ba0.5BiO3 rt,29.5
K0.5Ba0.5BiO3 rt,30.2
K0.5Ba0.5BiO3 rt,28.3
K0.5Ba0.5BiO3 rt,27.7
K0.5Ba0.5BiO3 rt,30.8
K0.5Ba0.5BiO3 rt,30.4
K0.5Ba0.5BiO3 rt,29.2
K0.5Ba0.5BiO3 rt,27.3
K0.5Ba0.5BiO3 rt,30.2
K0.5Ba0.5BiO3 rt,30.0
K0.5Ba0.5BiO3 rt,30.0
K0.5Ba0.5BiO3 rt,30.0
K0.5Ba0.5BiO3 rt,29.0
K0.5Ba0.5BiO3 rt,25.7
K0.5Ba0.5BiO3 rt,25.7
K0.5Ba0.5BiO3 rt,2.2
K0.5Ba0.5BiO3 rt,32.0
K0.5Ba0.5BiO3 rt,24.0
K0.5Ba0.5BiO3 rt,28.0
K0.5Ba0.5BiO3 rt,35.0
K0.5Ba0.5BiO3 rt,30.6
K0.5Ba0.5BiO3 rt,32.0
K0.5Ba0.5BiO3 rt,31.0
K0.5Ba0.5BiO3 rt,21.0
K0.5Ba0.5BiO3 rt,23.2
K0.5Ba0.5BiO3 rt,20.6
K0.5Ba0.5BiO3 rt,21.5
K0.5Ba0.5BiO3 rt,16.0
K0.5Ba0.5BiO3 rt,28.6
K0.5Ba0.5BiO3 rt,36.0
K0.5Ba0.5BiO3 rt,27.0
K0.5Ba0.5BiO3 rt,30.0
K0.5Ba0.5BiO3 rt,31.0
K0.5Ba0.5BiO3 rt,14.0
K0.5Ba0.5BiO3 rt,30.0
K0.5Ba0.5BiO3 rt,28.0
K0.5Ba0.5BiO3 rt,30.0
K0.5Ba0.5BiO3 rt,34.0
K0.5Ba0.5BiO3 rt,28.0
K0.5Ba0.5BiO3 rt,27.5
K0.5Ba0.5BiO3 rt,27.0
K0.5Ba0.5BiO3 rt,31.0
K0.5Ba0.5BiO3 rt,28.0
K0.5Ba0.5BiO3 rt,25.5
K0.5Ba0.5BiO3 rt,27.5
K0.5Ba0.5BiO3 rt,29.5
K0.5Ba0.5BiO3 rt,27.0
K0.5Ba0.5BiO3 rt,14.0
K0.5Ba0.5BiO3 rt,1.4
K0.5Ba0.5BiO3 rt,20.0
K0.5Ba0.5BiO3 rt,28.0
K0.5Ba0.5BiO3 rt,27.4
K0.5Ba0.5BiO3 rt,30.4
K0.5Ba0.5BiO3 rt,32.0
Mo3Se3I,6.9
BaCaCu3LaO6.5,78.5
BaCaCu3LaO6.5,10.0
BaCaCu3LaO6.5,79.0
BaCaCu3LaO6.5,80.0
BaCaCu3LaO6.5,75.0
BaCaCu3LaO6.5,80.0
BaCaCu3LaO6.5,66.0
BaCaCu3LaO6.5,72.0
BaCaCu3LaO6.5,81.07
BaCaCu3LaO6.5,76.0
BaCaCu3LaO6.5,72.0
BaCaCu3LaO6.5,72.0
BaCaCu3LaO6.5,79.1
BaCaCu3LaO6.5,80.6
BaCaCu3LaO6.5,80.0
BaCaCu3LaO6.5,63.0
BaCaCu3LaO6.5,66.0
BaCaCu3LaO6.5,80.0
BaCaCu3LaO6.5,80.0
BaCaCu3LaO6.5,70.0
BaCaCu3LaO6.5,72.2
BaCaCu3LaO6.5,82.0
BaCaCu3LaO6.5,68.0
BaCaCu3LaO6.5,60.0
BaCaCu3LaO6.5,66.0
BaCaCu3LaO6.5,65.0
BaCaCu3LaO6.5,70.0
BaCaCu3LaO6.5,75.0
BaCaCu3LaO6.5,78.0
BaCaCu3LaO6.5,80.0
BaCaCu3LaO6.5,72.0
BaCaCu3LaO6.5,81.0
BaCaCu3LaO6.5,81.0
BaCaCu3LaO6.5,77.2
BaCaCu3LaO6.5,78.3
BaCaCu3LaO6.5,70.0
Zr3V3O,7.5
Re24Al5,3.35
SrZr0.5Ti0.5O3 cub,0.28
Tl0.9W3O9,2.14
Tl0.9W3O9,1.38
Tl0.9W3O9,2.14
CuLaEuO4,20.0
CuLaNdO4,38.0
CuLa1.5Nd0.5O4,26.0
CuLa1.5Nd0.5O4,30.0
CuLa1.5Nd0.5O4,32.0
Ca0.3W3O9 hex,3.4
Ca0.3W3O9 hex,3.4
W3InO9,2.8
W3InO9,4.2
Sr0.24W3O9,4.0
Sr0.24W3O9,4.0
Ba0.63W3O9,2.2
Ba0.63W3O9,2.2
CuRh2Se4,3.5
CuRh2Se4,13.0
CuRh2Se4,3.5
CuRh2Se4,4.9
CuRh2Se4,3.5
CuRh2Se4,3.5
CuRh2Se4,3.38
CuRh2Se4,4.7
CuRh2Se4,3.37
CuRh2S4,4.07
CuRh2S4,13.0
CuRh2S4,4.3
CuRh2S4,4.35
CuRh2S4,4.5
CuRh2S4,4.72
CuRh2S4,4.7
CuRh2S4,4.64
CuRh2S4,4.7
CuRh2S4,4.7
CaC6 rhom,11.1
CaC6 rhom,11.71
CaC6 rhom,11.5
CaC6 rhom,11.57
CaC6 rhom,11.6
CaC6 rhom,11.5
CaC6 rhom,15.0
CaC6 rhom,11.3
CaC6 rhom,11.3
CaC6 rhom,11.4
CaC6 rhom,11.2
Cu1.4Mo3Se4 m,5.9
Cu1.4Mo3Se4 m,6.55
Ag0.5Mo3Se4,5.9
Ag0.5Mo3Se4,6.5
Cd0.5Mo3Se4,2.5
Mo3Se3Br,7.1
Mo3Se3Br,7.1
BaSrCu3YO6.95,83.0
BaSrCu3YO6.95,88.0
BaSrCu3YO6.95,79.0
BaSrCu3YO6.95,89.92
BaSrCu3YO6.95,81.0
BaSrCu3YO6.95,83.0
BaSrCu3YO6.95,80.0
BaSrCu3YO6.95,82.9
BaSrCu3YO6.95,80.0
BaSrCu3YO6.95,51.0
BaSrCu3YO6.95,83.0
BaSrCu3YO6.95,85.0
BaSrCu3YO6.95,82.0
BaSrCu3YO6.95,82.0
BaSrCu3YO6.95,82.0
BaSrCu3YO6.95,81.0
BaSrCu3YO6.95,87.4
BaSrCu3YO6.95,90.0
BaSrCu3YO6.95,92.0
BaSrCu3YO6.95,85.0
BaSrCu3YO6.95,85.0
BaSrCu3YO6.95,80.0
BaSrCu3YO6.95,81.0
BaSrCu3YO6.95,80.0
BaSrCu3YO6.95,85.0
BaSrCu3YO6.95,82.0
BaSrCu3YO6.95,88.7
BaSrCu3YO6.95,85.0
BaSrCu3YO6.95,87.0
BaSrCu3YO6.95,82.0
BaSrCu3YO6.95,40.0
BaSrCu3YO6.95,84.0
Li0.195Ba2Cu2.805YO7,60.0
Li0.195Ba2Cu2.805YO7,65.0
Li0.195Ba2Cu2.805YO7,87.3
Ba2Cu3Y0.5Sc0.5O7,87.0
Ba2Cu3Y0.5Lu0.5O6.35,89.5
Ba2Ca0.15Cu3Y0.85O7,75.0
Ba2Ca0.15Cu3Y0.85O7,83.0
Ba2Ca0.15Cu3Y0.85O7,84.0
Ba2Ca0.15Cu3Y0.85O7,85.0
Ba2Ca0.15Cu3Y0.85O7,88.6
Ba2Ca0.15Cu3Y0.85O7,84.2
Ba2Ca0.15Cu3Y0.85O7,86.0
Ba2Ca0.15Cu3Y0.85O7,28.0
Ba2Ca0.15Cu3Y0.85O7,77.0
Ba2Ca0.15Cu3Y0.85O7,91.0
Ba2Ca0.15Cu3Y0.85O7,80.0
Ba2Ca0.15Cu3Y0.85O7,84.0
Ba2Ca0.15Cu3Y0.85O7,82.5
Ba2Ca0.15Cu3Y0.85O7,81.0
Ba2Ca0.15Cu3Y0.85O7,83.0
Ba2Ca0.15Cu3Y0.85O7,85.0
Ba2Ca0.15Cu3Y0.85O7,85.0
Ba2Ca0.15Cu3Y0.85O7,83.3
Ba2Ca0.15Cu3Y0.85O7,85.2
Ba2Ca0.15Cu3Y0.85O7,86.0
Ba2Ca0.15Cu3Y0.85O7,84.8
Ba2Ca0.15Cu3Y0.85O7,86.0
Ba2Ca0.15Cu3Y0.85O7,86.0
Ba2Ca0.15Cu3Y0.85O7,82.0
Ba2Ca0.15Cu3Y0.85O7,82.0
Ba2Ca0.15Cu3Y0.85O7,84.1
Ba2Ca0.15Cu3Y0.85O7,89.0
Ba2Ca0.15Cu3Y0.85O7,80.0
Ba2Ca0.15Cu3Y0.85O7,83.0
Ba2Ca0.15Cu3Y0.85O7,79.5
Ba2Ca0.15Cu3Y0.85O7,75.0
Ba2Ca0.15Cu3Y0.85O7,85.0
Ba2Ca0.15Cu3Y0.85O7,80.0
Ba2Ca0.15Cu3Y0.85O7,88.0
Ba2Ca0.15Cu3Y0.85O7,80.0
Ba2Ca0.15Cu3Y0.85O7,100.0
Ba2Ca0.15Cu3Y0.85O7,85.0
Ba2Ca0.15Cu3Y0.85O7,81.0
Ba2Ca0.15Cu3Y0.85O7,76.0
Ba2Ca0.15Cu3Y0.85O7,77.2
Ba2Ca0.15Cu3Y0.85O7,78.0
Ba2Cu3Y0.8Nb0.01Sn0.19O7,84.0
Ba2Cu3Y0.8Sn0.2O7,90.0
Ba2Cu3Y0.8Sn0.2O7,90.0
Ba2Cu3Y0.8Sn0.2O7,89.2
Ba2Cu3Y0.8Sn0.2O7,90.0
Ba2Cu3Y0.8Sn0.2O7,90.1
Ba2Cu3Y0.8Sn0.2O7,90.0
Ba2Cu3Y0.8Sn0.2O7,90.5
Ba2Cu3Y0.8Sn0.2O7,92.0
Ba2Cu3Y0.8Sn0.2O7,91.0
Ba2Cu3Y0.8Zr0.2O7 rt,82.0
Ba2Cu3Y0.8Zr0.2O7 rt,79.0
Ba2Cu3Y0.8Zr0.2O7 rt,90.2
Ba2Cu3Y0.8Zr0.2O7 rt,92.0
Ba2Cu3ErO7,91.1
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,92.5
Ba2Cu3ErO7,90.5
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,89.5
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,91.5
Ba2Cu3ErO7,88.6
Ba2Cu3ErO7,89.0
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,92.9
Ba2Cu3ErO7,71.8
Ba2Cu3ErO7,67.0
Ba2Cu3ErO7,30.0
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,81.0
Ba2Cu3ErO7,93.0
Ba2Cu3ErO7,76.0
Ba2Cu3ErO7,54.0
Ba2Cu3ErO7,90.5
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,89.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,94.0
Ba2Cu3ErO7,92.4
Ba2Cu3ErO7,91.5
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,95.5
Ba2Cu3ErO7,96.5
Ba2Cu3ErO7,91.0
Ba2Cu3ErO7,93.0
Ba2Cu3ErO7,93.2
Ba2Cu3ErO7,90.8
Ba2Cu3ErO7,91.0
Ba2Cu3ErO7,92.7
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,92.7
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,92.4
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,91.0
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,86.0
Ba2Cu3ErO7,82.0
Ba2Cu3ErO7,10.0
Ba2Cu3ErO7,91.3
Ba2Cu3ErO7,33.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,88.0
Ba2Cu3ErO7,93.4
Ba2Cu3ErO7,89.0
Ba2Cu3ErO7,92.3
Ba2Cu3ErO7,95.0
Ba2Cu3ErO7,89.0
Ba2Cu3ErO7,91.8
Ba2Cu3ErO7,92.5
Ba2Cu3ErO7,89.9
Ba2Cu3ErO7,93.2
Ba2Cu3ErO7,88.8
Ba2Cu3ErO7,91.1
Ba2Cu3ErO7,90.0
Ba2Cu3ErO7,75.0
Ba2Cu3ErO7,93.0
Ba2Cu3ErO7,92.0
Ba2Cu3ErO7,91.7
Ba2Cu3ErO7,88.0
