formula,Temperature,Eg (eV)
TiNiSn cub,298.0,0.51
TiNiSn cub,298.0,0.42
TiNiSn cub,298.0,0.4
Zn3N2,298.0,1200000.0
Zn3N2,298.0,0.9
Tl3GeTe3,298.0,0.5
BaCu2S2 rt orth rt,,0.034
BaCu2S2 rt orth rt,,0.0052
BaCu2S2 rt orth rt,298.0,0.97
ZrNiSn,298.0,0.2
ZrNiSn,298.0,0.514
ZrNiSn,298.0,0.1
ZrNiSn,298.0,0.514
ZrNiSn,298.0,0.1817
ZrNiSn,298.0,0.037
ZrNiSn,298.0,0.2877
ZrNiSn,298.0,1.05
ZrNiSn,298.0,0.51
ZrNiSn,298.0,0.55
Yb0.92S,298.0,0.23
MnIn2Te4 rt,298.0,1.34
MnIn2Te4 rt,300.0,440000.0
MnIn2Te4 rt,300.0,420.0
MnIn2Te4 rt,300.0,140.0
MnIn2Te4 rt,298.0,1.345
MnIn2Te4 rt,300.0,1.338
MnIn2Te4 rt,0.0,1.459
ZnIn2S4 3R,298.0,2.96
ZnIn2S4 3R,298.0,2.94
TlInSe2,300.0,0.5
TlInSe2,298.0,-175.0
TlInSe2,298.0,0.976
TlInSe2,298.0,0.899
Tl3InSe4,298.0,1.2
Tl3InSe4,298.0,1.66
TlInSe2,298.0,1.16
TlInSe2,298.0,1.07
TlInSe2,298.0,-0.14
TlInSe2,298.0,1.12
Zn0.5In0.5Te,298.0,1.27
Zn0.5In0.5Te,298.0,0.94
ZnIn2Te4,298.0,1.2
ZnIn2Te4,300.0,1.87
ZnIn2Te4,85.0,1.9
ZnIn2Te4,300.0,1.4
ZnIn2Te4,85.0,1.52
K2.5Sb8.5Se14,298.0,0.8
LaRhSi3,298.0,3.24
La0.5Sm0.5S,295.0,0.0
La0.5Sm0.5S,295.0,0.0005
La0.5Sm0.5S,295.0,0.00104
SmTiFe11,298.0,0.0353
Fe2[SiO4] hp1,298.0,0.299
Sr4Fe4O11,298.0,0.13
Fe0.2In1.8O3,,0.5
Y2C3 hp-ht,298.0,5.0
Y2C3 hp-ht,298.0,2.0
Y2C3 hp-ht,298.0,4.1
Y2C3 hp-ht,298.0,4.9
Y2C3 hp-ht,298.0,1.1
Cr0.5Fe0.5Sb2,150.0,3.4e-06
Cu0.75Sn0.25S ht,298.0,0.91
Cu2CdSnS4,298.0,1.16
Cu2CdSnS4,298.0,1.37
Ag2HgSnS4,77.0,59300.0
Ag2HgSnS4,77.0,2500.0
HgIn2Se4,298.0,0.6
LaNbO4 rt,298.0,3.3
LaNbO4 rt,298.0,3.7
MgIn2O4,298.0,3.36
Ba2Cu3NdO7,298.0,5.3
Ba2Cu3NdO7,298.0,20.0
Cu0.25Zn0.5In0.25Te,298.0,1.65
Cu0.25Zn0.5In0.25Se,298.0,1.91
Cu0.25Zn0.5In0.25Se,298.0,1.06
Cu0.25Zn0.5In0.25Se,298.0,1.44
Ba2Cu3YO7 rt,298.0,3.5
Ba2Cu3YO7 rt,298.0,6.0
Ba2Cu3YO7 rt,298.0,11.3
Ba2Cu3YO7 rt,298.0,21.7
Ba2Cu3YO7 rt,298.0,0.91
Ba2Cu3YO7 rt,298.0,0.74
Ba2Cu3YO7 rt,298.0,1.2
Ba2Cu3YO7 rt,100.0,3.6
Ba2Cu3YO7 rt,298.0,6.1
Ba2Cu3YO7 rt,0.0,4.2
Ba2Cu3YO7 rt,0.0,3.53
Ba2Cu3YO7 rt,0.0,4.2
Ba2Cu3YO7 rt,0.0,3.53
Ba2Cu3YO7 rt,50.0,17.2
Ba2Cu3YO7 rt,110.0,3.4
Ba2Cu3YO7 rt,298.0,7.7
Ba2Cu3YO7 rt,298.0,7.74
Ba2Cu3YO7 rt,298.0,7.2
Ba2Cu3YO7 rt,298.0,5.0
Ba2Cu3YO7 rt,298.0,19.0
Ba2Cu3YO7 rt,298.0,6.0
Ba2Cu3YO7 rt,298.0,8.0
Ba2Cu3YO7 rt,298.0,31.0
Ba2Cu3YO7 rt,298.0,9.7
Ba2Cu3YO7 rt,298.0,9.6
Ba2Cu3YO7 rt,298.0,1.9
Ba2Cu3YO7 rt,298.0,1.93
Ba2Cu3YO7 rt,298.0,1.09
Ba2Cu3YO7 rt,298.0,6.1
Ba2Cu3YO7 rt,298.0,7.2
La2SO2,298.0,3.4
Ce4Ge3S12,298.0,2.3
Gd2W3O12 rt,298.0,4.0915
BaMnO3 15R,298.0,0.45
BaMnO3 4H,298.0,1.64
BaMnO3 2H rt,298.0,1.68
SrMnO3 3C,298.0,2.0
SrMnO3 3C,298.0,0.3
CuAlS2,298.0,2.5
CuAlS2,298.0,3.42
CuAlS2,298.0,2.05
CuAlS2,298.0,3.61
CuAlS2,298.0,2.29
CuAlS2,298.0,2.72
CuAlS2,298.0,2.75
CuAlS2,298.0,3.37
CuAlS2,10.0,3.543
CuAlS2,10.0,3.546
CuAlS2,10.0,3.565
CuAlS2,10.0,3.668
CuAlS2,10.0,3.687
CuAlS2,10.0,3.67
CuAlS2,10.0,3.813
CuAlS2,10.0,0.23
CuAlS2,298.0,3.486
CuAlS2,30.0,3.514
CuAlS2,293.0,1.49
CuAlS2,300.0,3.4
CuAlS2,300.0,3.35
CuAlS2,77.0,3.5
CuAlS2,77.0,3.48
CuAlS2,298.0,3.4
NaCeP4O12,298.0,3.11
NaCeP4O12,298.0,3.28
Li4[SiO4] rt,298.0,5.24
Cr2CoO4 rt,298.0,2.06
Li2Zn2[MoO4]3,298.0,2.4
Li2Zn2[MoO4]3,298.0,3.34
CuIn5Se8 tet,292.0,1.26
SrHfO3 rt,298.0,6.4
SrHfO3 rt,298.0,6.1
CdS m orth,0.0,2.38
CdS m orth,0.0,4.58
CdS m orth,298.0,1.52
Cu2ZnGeS4 ht,298.0,2.1
Cu2ZnGeTe4 rt,298.0,1.63
Zn2.33Sb0.67O4 ht,298.0,2.58
LiTaO3 rt,298.0,4.4
LiTaO3 rt,298.0,4.0
LiTaO3 rt,298.0,7.3
LiTaO3 rt,298.0,17.4
LiYP4O12,8.0,8.8
LiYP4O12,8.0,8.55
BaTiO3 rt tet,298.0,2.897
BaTiO3 rt tet,298.0,3.4
BaTiO3 rt tet,298.0,2.96
BaTiO3 rt tet,298.0,3.38
BaTiO3 rt tet,298.0,3.27
BaTiO3 rt tet,313.0,3.07
BaTiO3 rt tet,313.0,3.17
BaTiO3 rt tet,298.0,1.02
BaTiO3 rt tet,298.0,0.61
NdFeO3,298.0,0.183
Cu2CdSnSe4,298.0,0.96
Cu2CdSnSe4,298.0,0.96
SrLaFeO4,298.0,0.18
SrLaFeO4,298.0,13.39
SrLaFeO4,250.0,0.525
Rb3V5O14,298.0,2.08
Rb3V5O14,298.0,2.2
Ag3[VO4] rt,298.0,2.06
ZrMo2O8 rt,298.0,2.57
BaCuGdS3,298.0,2.41
LaEuGa3S7,298.0,0.42
CaSnO3,298.0,2.4
CaSnO3,298.0,4.54
CaSnO3,298.0,1.95
CaSnO3,298.0,2.92
BaY2NiO5,298.0,2.3
BaY2NiO5,200.0,5.0
Ce[PO4] mon,298.0,2.5
SrMnO3 2H,298.0,1.57
Zn2SnO4,298.0,3.57
Li0.5Fe2.5O4 ht,,0.202
Li0.5Fe2.5O4 ht,,0.108
Li0.5Fe2.5O4 ht,,0.26
Sr1.9CuBi2.1O6,298.0,3.6
Sr1.9CuBi2.1O6,298.0,5.0
Sr0.14Ca0.86CuO2,298.0,1.21
Sr0.14Ca0.86CuO2,298.0,1.07
Sr0.14Ca0.86CuO2,298.0,0.4
Cu0.5Ga0.5S ht,300.0,270000.0
In5.65Bi7.35S19,298.0,1.45
Al2O3 m-kappa,298.0,5.49
La2Ti2O7 ht,0.0,2.8
LaTiO3,298.0,15.84
LaTiO3,298.0,0.1
Na2Si2O5 orth1,298.0,7.22
Na2Si2O5 orth1,298.0,8.98
Na2Si2O5 orth1,298.0,1.51
Na2Si2O5 orth1,298.0,3.19
Cd2SnO4 rt,298.0,2000000.0
Cd2SnO4 rt,298.0,8000.0
CdIn2O4 cub,298.0,3.0
WBi2O6 rt,298.0,2.7
SrFeO3 ht,298.0,0.15
SrFeO3 ht,298.0,6.35
MgNb2O6,298.0,3300.0
MgNb2O6,298.0,2000.0
MgNb2O6,298.0,100.0
La2Sn2O7,0.0,2.6
LaCrO3 ht2,298.0,0.49
SrLaCrO4,298.0,14.34
CaCuO2 ht-hp1,298.0,0.84
CaCuO2 ht-hp1,298.0,1.21
CaCuO2 ht-hp1,298.0,1.07
CaCuO2 ht-hp1,298.0,1.3
CaCuO2 ht-hp1,298.0,0.3
CaCuO2 ht-hp1,298.0,13.5
CaCuO2 ht-hp1,298.0,8.0
SmSbS2O,298.0,1.06
LaCoO3 ht,298.0,0.37
Sr0.5Pr0.5MnO3 ht2,,0.1194
LiFe[PO4] rt,298.0,0.53
LiFe[PO4] rt,298.0,3.7
Ba3La[PO4]3,298.0,3.46
Pr2SO2,298.0,3.8
Cu6PS5I rt,300.0,2.079
Cu6PS5I rt,0.0,2.152
Cu6PS5I rt,300.0,-0.435
Cu6PS5I rt,0.0,2.157
Na2SrV4O12,298.0,2.02
Na2SrV4O12,298.0,2.05
K2SrV4O12,298.0,1.73
Rb2SrV4O12,298.0,1.61
Cs2SrV4O12,298.0,1.56
CuBiP2Se6 rt,298.0,1.2
CuBiP2Se6 rt,298.0,0.66
CuBiP2Se6 rt,298.0,0.66
SrTiO3 lt,298.0,4.0304
SrTiO3 lt,298.0,4.1635
SrTiO3 lt,298.0,3.14
MnIn2S4 rt,298.0,1.94
MnIn2S4 rt,298.0,1.33
MnIn2S4 rt,298.0,2.22
MnIn2S4 rt,298.0,1.71
MnIn2S4 rt,298.0,1.88
MnIn2S4 rt,78.0,1.94
MnIn2S4 rt,298.0,0.245
Sr2LaMn2O7 rt,298.0,0.00057
Sr2LaMn2O7 rt,298.0,0.26236
Sr2LaMn2O7 rt,298.0,0.26236
SrLaMnO4,298.0,11.71
Li2Ti6O13,298.0,3.0
Li2Ti6O13,298.0,3.52
CaY2Ge4O12,298.0,4.96
ZnV2O4 rt,298.0,0.43
TiO2 bro,0.0,2.2
TiO2 bro,298.0,2300.0
Ba3MgTa2O9,298.0,4.28
Na2CaV4O12,298.0,3.02
Na2CaV4O12,298.0,1.9
Ca0.5La1.5CoO4 tet,700.0,0.5
ZnTa1.5Bi1.5O7,298.0,3.07
Ag2Pb7Ge4S16,298.0,1.83
Pb2[P2O7] rt,298.0,9000.0
Pb3Bi[PO4]3,298.0,3.89
Pb3Bi[PO4]3,298.0,3.56
Pb3Bi[PO4]3,298.0,3.7
Pb3[PO4]2 rt,298.0,3.05
NaVWO6,298.0,2.24
TlNdTe2,298.0,0.69
Cu2ZnSnS4 kes,298.0,1.46
Cu2ZnSnS4 kes,298.0,1.39
Cu2ZnSnS4 kes,10.0,1.519
Cu2ZnSnS4 kes,298.0,1.43
Cu2ZnSnS4 kes,298.0,0.01
Sr2CuWO6 rt,298.0,2.6
Sr2CuWO6 rt,298.0,2.4
Sr2CuWO6 rt,298.0,2.33
Sr2CuWO6 rt,298.0,2.21
Fe4Sn7[SiO4]2O8,298.0,0.56
K2ZnCl4 rt,298.0,4.55
K2ZnCl4 rt,298.0,4.66
AgCd2GaSe4,298.0,1.75
CaLaGa3S7,298.0,1.04
LaGaS3 orth,298.0,2.5
LaGaS3 orth,298.0,2.37
LaGaS3 orth,298.0,2.3
Cu0.25Cd0.5In0.25Se,298.0,1.05
Cu0.67Sn0.33Se ht,298.0,0.66
Cu2ZnSnSe4 rt,298.0,1.44
Cu2ZnSnSe4 rt,298.0,1.44
Cu2ZnSnSe4 rt,298.0,0.96
Tl0.5Ce0.5Se,298.0,1.3
ZnAl2O4,298.0,28.8
ZnAl2O4,298.0,4.28
Tl0.5Pr0.25In0.25Se,298.0,0.93
CuAlTe2,298.0,0.88
CuAlTe2,293.0,8000.0
KCa10[PO4]7,298.0,3.6
Cu2CdGeSe4 ht,298.0,1.2
Cu2CdGeSe4 ht,298.0,1.2
Ag2Pb7Ge4Se16,298.0,1.51
Ba2Zn[VO4]2,298.0,3.18
Ba2Zn[VO4]2,298.0,3.48
TlBiP2Se6 mon1,298.0,1.27
SrLaCoO4,298.0,11.72
SrLaCoO4,600.0,0.48
SrLaCoO4,298.0,0.248
CuAlSe2,298.0,2.67
CuAlSe2,298.0,3.21
CuAlSe2,298.0,1.65
CuAlSe2,298.0,2.86
CuAlSe2,298.0,1.95
CuAlSe2,298.0,2.41
CuAlSe2,298.0,2.45
CuAlSe2,298.0,2.56
CuAlSe2,298.0,2.68
CuAlSe2,298.0,2.68
CuAlSe2,298.0,5000000.0
CuAlSe2,300.0,2.63
CuAlSe2,77.0,2.72
CuAlSe2,295.0,2.57
CuAlSe2,295.0,2.52
CuAlSe2,77.0,2.65
CuAlSe2,77.0,2.59
CaLa2B10O19,298.0,4.45
Sr2Ca2Cu3Bi2O10 rt,10.0,60.0
Sr2Ca2Cu3Bi2O10 rt,10.0,50.0
SrNbO3 ht,298.0,2.3
SrNbO3 ht,0.0,4.3
Cu2ZnGeSe4 tet,298.0,1.63
Ag0.25Cd0.5Ga0.25Se,293.0,1.51
RbNdW2O8 mon,298.0,3.8
TcS2,298.0,1.0
TcS2,298.0,0.7
YSe,298.0,3.9
YSe,1.55,0.67
YSe,298.0,0.035
PrH2.7,298.0,2.1
LaOs2 rt,298.0,4.85
LaOs2 rt,298.0,6.1
NpTe rt,298.0,0.0044
NpTe rt,298.0,0.0016
IrGe,298.0,3.04
PrRu4Sb12,298.0,0.0056
PrOs4Sb12,298.0,0.00136
PrOs4Sb12,298.0,7.4
PrOs4Sb12,298.0,6.9
PrOs4Sb12,298.0,6.9
PrOs4Sb12,298.0,4.9
PrOs4Sb12,298.0,6.6
PrOs4Sb12,0.4,0.6
PrOs4Sb12,4.0,0.7
PrOs4Sb12,,5.4
LaOs4Sb12,298.0,3.45
LaOs4Sb12,298.0,3.4
LaOs4Sb12,298.0,3.2
LaOs4Sb12,298.0,0.4
LaOs4Sb12,0.0,3.4
LaOs4Sb12,0.0,2.6
CeOs4Sb12,298.0,0.0009
CeOs4Sb12,298.0,0.0004
CeOs4Sb12,298.0,0.00056
LaRu4Sb12,298.0,0.7
UPt2Si2,298.0,1.5e-06
UPt2Si2,298.0,3.15e-06
UPtSn cub,298.0,0.21
ThRhSb,298.0,0.71
PrFe2Si2,0.0,0.0013
PrFe2Si2,20.0,0.0014
Cu0.25Cd0.5Ga0.25Te,298.0,1.1
Ag0.25Cd0.5In0.25Te ht,298.0,1.14
FePS3,298.0,-0.01351
MnPS3,10.0,2.96
MnPS3,298.0,2.79
MgIn2S4,298.0,2.5
MgIn2S4,298.0,1.9
CuTlSe2,298.0,1.07
AgAlSe2,298.0,0.7
AgAlSe2,298.0,1.59
AgAlTe2,298.0,0.56
AgAlTe2,298.0,1.36
ZnAl2Se4 rt,289.0,3.312
CdAl2S4,289.0,3.398
CdAl2S4,300.0,3.377
CdAl2Se4,298.0,2.05
CdAl2Se4,298.0,2.25
CdAl2Se4,289.0,2.965
LaPtIn,298.0,3.3
EuEr2Se4,298.0,1.7
EuHo2Se4,298.0,1.8
EuDy2Se4 orth,298.0,1.8
Zn0.5Sn0.5P ht,298.0,2.1
CdSnAs2 rt,298.0,0.26
CdSnAs2 rt,298.0,-0.72
CdSnAs2 rt,298.0,0.27
CdSiAs2,298.0,1.6
CdSiAs2,298.0,1.47
CdSiAs2,0.0,1.65
CdSiP2,298.0,2.2
CdSiP2,298.0,1.16
CdSiP2,298.0,160000.0
CdSiP2,298.0,10000.0
CdSiP2,300.0,2.21
KMgH3,298.0,2.59
KMgH3,298.0,2.1
YV2Fe10,298.0,0.37
K2PtH4 lt,298.0,3.3
K2PtH4 lt,298.0,3.34
NdRh2Si2,298.0,0.00432
TlMo3Se3 rt,,0.0049
TlMo3Se3 rt,298.0,5.0
Mo3InSe3,298.0,3.5
ThFe4P12,298.0,0.52
ThFe4P12,298.0,0.45
Tl0.5Nd0.25In0.25Se,298.0,0.79
La3Fe1.96S7,298.0,0.3
ZnMn3C rt,298.0,0.65
ZnGeN2 orth,298.0,3.3
Cr2PbS4 rt,298.0,1.0
Cu2ZnSiS4,298.0,1.3
CdTb2S4,298.0,1.18
CdTm2S4,298.0,2.0
CdYb2S4,298.0,1.38
CdYb2S4,298.0,2.0
CdHo2S4 rt,298.0,1.26
CdHo2S4 rt,298.0,2.0
Zn0.5Mn0.5Te cub,200.0,2.36
Zn0.5Mn0.5Te cub,2.2,2.43
Zn0.5Mn0.5Te cub,298.0,-0.461
Zn0.5Mn0.5Te cub,300.0,2.26
Zn0.5Mn0.5Te cub,300.0,2.3
Zn0.5Mn0.5Te cub,300.0,2.32
Zn0.82Co0.18Se,298.0,2.75
Zn0.82Co0.18Se,298.0,2.73
Cd0.94Co0.06Se,200.0,1.79
Cd0.94Co0.06Se,200.0,1.805
Cd0.8Fe0.2S,298.0,2.4209
Zn0.8Fe0.2Se rt,298.0,2.75
AgZnLaP2,298.0,0.55
Sr2IrO4 rt,298.0,0.3
NdTiO3,298.0,0.16
NdTiO3,298.0,0.087
Ba2CuTl2O6 tet2,298.0,5.0
Ba2CuTl2O6 tet2,298.0,20.0
Ba2CaCu2TlO7,4.2,6.6
Ba2CaCu2TlO7,4.2,31.1
Ba0.5Sr0.5[WO4],298.0,4.44
La0.67TiO2.95,298.0,0.005
YTiO3 rt,298.0,1.0
YTiO3 rt,298.0,1.0
YTiO3 rt,300.0,0.49
YTiO3 rt,298.0,3.46
YTiO3 rt,298.0,4.32
YTiO3 rt,298.0,3.59
ZnSe0.5S0.5,298.0,3.7
ZnSe0.5S0.5,298.0,3.2
ZnSe0.5S0.5,77.0,3.13
ZnSe0.5S0.5,298.0,1.388
ZnSe0.5S0.5,298.0,2.182
CuAl0.5In0.5Se2,300.0,1.68
CuAl0.5In0.5Se2,77.0,1.75
CuAl0.5In0.5Se2,298.0,3890000.0
CuAl0.5In0.5Se2,298.0,1.24
CuAl0.5In0.5Se2,298.0,1.46
Hg19As10Br18,298.0,1.58
H2[NH4][PO4] rt,298.0,3.647
YNi2B2C,298.0,2.67
YNi2B2C,298.0,1.19
YNi2B2C,298.0,2.8
YNi2B2C,298.0,2.35
YNi2B2C,298.0,4.2
YNi2B2C,4.2,1.1
CuCe0.2Nd1.8O4,298.0,4.0
CuCe0.2Nd1.8O4,298.0,3.9
CdLaGa3S7,298.0,1.6
SrLaAl3S7,298.0,0.5
K0.5Ba0.5BiO3 rt,298.0,4.4
K0.5Ba0.5BiO3 rt,298.0,8.0
TiClO rt,298.0,2.2
TiClO rt,298.0,0.2
TiClO rt,298.0,2.0
LiSr2ReO6 ht1,298.0,2.46
Lu0.75Nb0.25O1.75,298.0,3.8
Na0.5La0.5TiO3 rt,298.0,3.29
HfS2,298.0,2.88
HfS2,298.0,3.07
HfS2,50.0,2.6
HfS2,50.0,2.13
HfS2,298.0,2.7
HfS2,300.0,90000.0
HfS2,298.0,0.62
HfS2,298.0,3.6
HfS2,298.0,2.85
BaZr0.5Ti0.5O3,298.0,2.98
BaZr0.5Ti0.5O3,298.0,2.98
Mg0.65Zn0.35O,298.0,6.0
Mg0.65Zn0.35O,298.0,4.53
Mg0.65Zn0.35O,298.0,4.68
Mg0.15Zn0.85O,298.0,4.17
Mg0.15Zn0.85O,298.0,3.3
Mg0.15Zn0.85O,298.0,0.4
Mg0.15Zn0.85O,298.0,18800000.0
Mg0.15Zn0.85O,298.0,24.9
Mg0.15Zn0.85O,298.0,4.0
Mg0.15Zn0.85O,298.0,3.6
Mg0.15Zn0.85O,298.0,3.6
Mg0.15Zn0.85O,298.0,3.52
Mg0.15Zn0.85O,300.0,3.46
Mg0.15Zn0.85O,0.0,3.57
Mg0.15Zn0.85O,298.0,8300000.0
Mg0.15Zn0.85O,4.5,26000000.0
Mg0.15Zn0.85O,298.0,3.9
Mg0.15Zn0.85O,298.0,3.92
Mg0.15Zn0.85O,298.0,3.5
BiSbTe1.5Se1.5,298.0,3.2e-05
BiSbTe1.5Se1.5,,0.06684
BiSbTe1.5Se1.5,298.0,0.03
LiMn1.5Fe0.5O4,,0.27
LiMn1.5Fe0.5O4,298.0,0.253
ZnTiFeO4,298.0,1.9
Ag0.5Cu0.5I rt,260.0,2.85
Ag0.5Cu0.5I rt,260.0,2.86
HoCo2H3.8,298.0,0.0032
HoCo2H3.8,298.0,0.0045
V2MnO4 rt,298.0,1.7
TlSmS2,298.0,1.11
YNiO3 ht,298.0,0.052
EuNiO3 ht,298.0,0.1633
LaNiO3 rt,298.0,10.64
NdNiO3 rt,298.0,0.022
Pb2B5BrO9,298.0,3.3
Pb2B5BrO9,298.0,3.5449
Pb2B5BrO9,298.0,3.5439
Pb2B5ClO9,298.0,3.96
Pb2B5ClO9,298.0,3.723
Pb2B5ClO9,298.0,3.6853
Gd2SO2,298.0,2.85
Gd2SO2,298.0,4.6
Gd2SO2,298.0,4.6
Pr10S15 rt,298.0,2.48
HoMnO3 rt-hp,298.0,0.5
In2O3 hp1,298.0,93.0
SrCrO3 rt,298.0,6.69
V[BO3],295.0,3.02
V[BO3],295.0,2.25
V[BO3],295.0,1.92
CuRh2Se4,298.0,3.51
CuRh2S4,298.0,3.6
CuRh2S4,298.0,3.51
AgNbO3 rt,298.0,3.0
AgNbO3 rt,298.0,2.79
CaC6 rhom,298.0,4.6
CaC6 rhom,298.0,2.3
AgGaTeSe,298.0,1.46
NaSr2Nb5O15 rt,298.0,3.37
TlPrTe2,298.0,0.75
TlSmTe2,298.0,0.56
LiScW2O8,298.0,3.89
LiW2InO8,298.0,3.85
LaCrO3 rt,298.0,13.29
Ge2N2O,298.0,3.78
Ti0.5V0.5O2 rt,298.0,0.38
PbSbIO2,298.0,2.48
PbBiBrO2,298.0,2.47
SiO2 cri m,298.0,5.68
SiO2 cri m,298.0,9.44
SiO2 cri m,298.0,9.4
NaCe[P2O7],298.0,3.11
NaCe[P2O7],298.0,3.18
Na0.5Lu0.5TiO3,298.0,3.48
Na0.5Gd0.5TiO3,298.0,3.41
NaBi[WO4]2 rt,298.0,3.3
NaBi[WO4]2 rt,298.0,3.0
NaBi[WO4]2 rt,298.0,3.1
CuAl0.5In0.5S2,293.0,2.34
CuAl0.5In0.5S2,293.0,2.23
CuAl0.5In0.5S2,300.0,2.25
CuAl0.5In0.5S2,300.0,2.2
CuAl0.5In0.5S2,77.0,2.32
CuAl0.5In0.5S2,77.0,2.27
Ba2Cu3YO6F ht,298.0,0.04
Ba2Cu3YO6F ht,298.0,0.08
Ba2Cu3YO6F ht,298.0,1.72
Ba2Cu3YO6F ht,298.0,1.34
Ba2Cu3YO6F ht,298.0,0.86
Ba2Cu3YO6F ht,298.0,1.41
Ba2Cu3YO6F ht,298.0,0.96
Ba2Cu3YO6F ht,298.0,0.39
Ba2Cu3YO6F ht,298.0,0.34
Ba2Cu3YO6F ht,298.0,1.27
Ba2Cu3YO6F ht,298.0,0.33
Ba2Cu3YO6F ht,298.0,1.73
Ba2Cu3YO6F ht,298.0,0.83
Ba2Cu3YO6F ht,298.0,0.31
Ba2Cu3YO6F ht,298.0,0.9
Ba2Cu3YO6F ht,298.0,1.48
Ba2Cu3YO6F ht,298.0,0.58
Ba2Cu3YO6F ht,298.0,1.5
Ba2Cu3YO6F ht,298.0,-0.32
Ba2Cu3YO6F ht,298.0,1.78
Cd0.5Cr2In0.5Se4 rt,298.0,1.32
Zr0.5Ti0.5PbO3 rt tet,298.0,2.8
SiC 6H,0.0,5.49
SiC 6H,0.0,3.09
SiC 6H,298.0,3.05
SiC 6H,0.0,5.18
SiC 6H,0.0,40.3
SiC 6H,0.0,1.98
SiC 6H,0.0,3.41
SiC 6H,0.0,-0.3
SiC 6H,0.0,2.9
SiC 6H,298.0,2.05
SiC 6H,298.0,2.9
SiC 6H,298.0,2.86
SiC 6H,300.0,3800.0
SiC 6H,298.0,3.0
SiC 6H,298.0,-4.0
SiC 6H,298.0,6.95
SiC 6H,298.0,3.17
SiC 6H,2.0,2.95
SiC 6H,2.0,3.023
SiC 6H,298.0,0.007
SiC 6H,298.0,3.023
SiC 6H,298.0,3.25
SiC 6H,298.0,3.023
SiC 6H,0.0,3.08
SiC 6H,0.0,1.98
SiC 6H,298.0,1.97
SiC 6H,4.0,3.02
NaTaO3 rt,298.0,2.1
BaBiO3 mon,298.0,2.0
BaBiO3 mon,298.0,0.2
BaBiO3 mon,298.0,0.102
BaBiO3 mon,298.0,1100000.0
KTi[PO4]O rt,298.0,3.01
KTi[PO4]O rt,298.0,4.9
KTi[PO4]O rt,298.0,3.4
TlTi[PO4]O rt,298.0,2.9
Ca3Bi[PO4]3,298.0,4.2
Cu3CdTi4O12,298.0,3.03
Tl0.5Nd0.25In0.25S,298.0,1.0
Sr[CO3] rt,298.0,3.17
TlSmSe2,298.0,0.8
Rb1.5K1.5[C60],298.0,1.44
Rb1.5K1.5[C60],298.0,0.3
Rb1.5K1.5[C60],298.0,1.47
Rb1.5K1.5[C60],298.0,0.31
Ba2CuHgO4.1,298.0,3.5
CsRb2[C60],298.0,1.5
CsRb2[C60],298.0,0.45
MnPtSb,298.0,0.0
MnPtSb,298.0,0.91
MnPtSb,298.0,1.38
CuAl0.5Ga0.5Se2,298.0,2.043
CuAl0.5Ga0.5Se2,298.0,2.031
CuAl0.5Ga0.5Se2,298.0,9000000.0
CuGaTeSe rt,293.0,1.34
CuGaTeSe rt,77.0,1.42
Ag0.5Cu0.5InSe2,300.0,1.1
Sr0.5Ca0.5[WO4],298.0,2.77
Ho[OH]3,1.1,0.00045
Ho[OH]3,4.2,0.0002
Dy[OH]3,0.0,0.00076
Dy[OH]3,5.3,0.0006
Dy[OH]3,298.0,73.0
Dy[OH]3,298.0,5.61
Ga0.5In0.5P cub,298.0,3.3
Ga0.5In0.5P cub,298.0,1.92
Ga0.5In0.5P cub,298.0,2.15
Ga0.5In0.5P cub,298.0,2.07
Ga0.5In0.5P cub,298.0,1.87
Ga0.5In0.5P cub,298.0,0.73
Ga0.5In0.5P cub,0.0,1.947
Ga0.5In0.5P cub,0.0,1.966
Ga0.5In0.5P cub,0.0,1.863
Ga0.5In0.5P cub,2.0,1.974
Ga0.5In0.5P cub,2.0,84.0
Ga0.5In0.5P cub,2.0,2.254
Ga0.5In0.5P cub,2.0,-16.0
Ga0.5In0.5P cub,298.0,1.85
Ga0.5In0.5P cub,298.0,2.05
Ga0.5In0.5P cub,298.0,2.3
Ga0.5In0.5P cub,298.0,2.25
Ga0.5In0.5P cub,298.0,2.25
Ga0.5In0.5P cub,298.0,1.908
Ga0.5In0.5P cub,298.0,1.913
Ga0.5In0.5P cub,298.0,1.46
Ga0.5In0.5P cub,298.0,1.54
Ga0.5In0.5P cub,298.0,1.43
Ga0.5In0.5P cub,298.0,1.36
Ga0.5In0.5P cub,298.0,1.51
Ga0.5In0.5P cub,298.0,1.28
Ga0.5In0.5P cub,298.0,2.042
Ga0.5In0.5P cub,298.0,3.306
Ga0.5In0.5P cub,298.0,2.145
Ga0.5In0.5P cub,298.0,3.52
AgGaSeS,10.0,2.11
AgGaSeS,298.0,2.19
Ca0.5Pb0.5S,298.0,1.5
Sr0.5Pb0.5S tf,298.0,1.9
AgGa0.5In0.5Se2,200.0,1.43
AgGa0.5In0.5Se2,250.0,1.41
AgGa0.5In0.5Se2,30.0,1.46
AgGa0.5In0.5Se2,,0.31
AgGa0.5In0.5Se2,,-0.47
Tm0.5Yb0.5S tf,298.0,1.25
Tm0.5Yb0.5S tf,298.0,0.12
MnO lt,298.0,3.73
MnO lt,298.0,3.7
MnO lt,298.0,14.0
MnO lt,298.0,4.5
MnO lt,298.0,0.4
Nb1.5Fe0.5Se5 rt,298.0,0.04
Nb1.5Fe0.5Se5 rt,298.0,0.033
