formula,band_gap (MP)
RbUCrO6,1.3042
Zn(FeO2)2,1.3043000000000005
BaSn2S3,1.3045
VPO5,1.3045000000000002
Sr2TaMnO6,1.3047
K6Nb4S25,1.3047
RhSCl5,1.3047
SrCd3S4,1.3047
LuAgSe2,1.3047
LiMg6CoO8,1.3048000000000002
Li2VSi2O7,1.3048000000000002
LiVBO4,1.3048000000000002
Al2HgS4,1.3048999999999995
Li4VO3F2,1.3049
V2OF5,1.3049
YZnPO,1.3049
K2VAgS4,1.3049999999999995
RbFeCl4,1.305
Li5CrO4,1.305
Cs2TlAsBr6,1.305
LiCoSiO4,1.3052
MgFe6O7F5,1.3053
HgI2,1.3054
MgFe8(OF)8,1.3058
Li2CrSiO4,1.3058999999999994
Li3V2(PO4)3,1.3058999999999998
P,1.3058999999999998
LiAuO2,1.3059
Sr3(CoO3)2,1.3059000000000005
DyAgSe2,1.306
TcF4,1.3061
SmBi2IO4,1.3061000000000005
Ba(GaAs)2,1.3062
Na2Ca4Ti4SiS11O48,1.3062
SrLa11Mg3Ga9O34,1.3062000000000005
MgFe8(OF)8,1.3063
MgC2S2(OF)2,1.3063
NaMnPCO7,1.3064
SbKr3F11,1.3064
Li4Fe5Sb(PO4)6,1.3064000000000004
C2S2NCl3,1.3064999999999998
CeP2H2CO6,1.3065
Na2Sc2Ta2Si3(SO8)3,1.3065
MgTiV4CoO12,1.3066
LiVPO5,1.3066
Li7Mn2(CoO4)3,1.3066
LiMn28O56,1.3066
TmTlO2,1.3066
Na2Sc4Nb4Si5S7O48,1.3067000000000002
Li5V3(NiO5)2,1.3068
CuRe2(H2O3)4,1.3068
TePIr,1.3068999999999988
MgFe3Co2Sb(PO4)6,1.3069000000000002
LaTiNO2,1.3069999999999995
Te7IrBr7,1.307
Li4V3Fe3(WO8)2,1.307
As8H2CS10(N10Cl)2,1.3071
K2Gd2Mg(MoO4)4,1.3071000000000002
Sr3MgCr2S2O5,1.3072999999999997
NaYGeP2SO12,1.3074
Y20Cu6(Pb3Se14)3,1.3074
Hg2AsCl2,1.3074
Mo2WS6,1.3075
MnGeO3,1.3076
Tb2FeSbO7,1.3076000000000003
V4O7,1.3076000000000003
MgVSiO5,1.3076999999999996
Li5Fe8(BO3)8,1.3078
MgMoAsO5,1.3078000000000003
Mg(SbO2)2,1.3078999999999992
K2NaGaP2,1.3078999999999998
CSN2,1.3078999999999998
Hg11I2BrClO4,1.3079
MgP4H24(NO)8,1.3079
NaV2(PO4)3,1.3079
La2Te4Pb,1.3079
Tl3Ag3(AsS3)2,1.3079999999999998
LiMn2OF3,1.3080000000000005
GdBi2IO4,1.3080999999999996
MgZn3Cu2H14(SO9)2,1.3081999999999998
Na4Mg(CoO3)2,1.3082
Li2V3SbO8,1.3082000000000005
Hg15(As2Cl3)4,1.3083
Pr2Fe2Se2O3,1.3083999999999998
Co2SiO4,1.3083999999999998
Li9Mn2Co5O16,1.3083999999999998
LiLaNb4O12,1.3084
Cr4Xe5F44,1.3084000000000002
Li4V2(SiO4)3,1.3085
Li2V(PO4)2,1.3085000000000002
Fe10O11,1.3085999999999998
MgV2Cd2O7,1.3086
Sb(OF3)2,1.3087
Ag3Se3NO3,1.3087
MgV4O7F5,1.3087000000000002
Be2Co(NF7)2,1.3088000000000002
YBi2ClO4,1.3088000000000002
Ti3FeSn2(PO4)6,1.3088000000000002
SrMoO3,1.3088000000000006
Ba4CN4,1.3090000000000002
Ti2VHO6,1.3090999999999997
LiSc4(FeO3)4,1.3091
Li3Fe8(BO3)8,1.3091000000000002
Ba2ThS6,1.3091000000000004
BaLu2CoO5,1.3091999999999997
LiV2(PO4)3,1.3092
V2OF5,1.3093
Na2La6Nb2Si3(S3O16)3,1.3093
Ba6MgCr2O10,1.3093
S5N2ClO6,1.3093
Ba(SbN2)2,1.3093000000000004
Si,1.3094
LiV(PO4)2,1.3094
BaFe12O19,1.3094999999999994
In2Te9RuCl8,1.3095
MgTl6(SbS4)2,1.3095
LiMn2F7,1.3095
Na4La2Ti2Si3(SO8)3,1.3096
K3MgV3O8,1.3096
Li2Mn3NbO8,1.3096
SrGaCu3Se4,1.3096
MgMn4(FeO6)2,1.3099
NaCaTaSi(SO6)2,1.3099
Nd2TeO2,1.3099999999999996
Ba2MgCuBi2F14,1.3099999999999998
MgAg6Mo10O33,1.3099999999999998
Li9Mn2Co5O16,1.3100999999999998
Li2V(PO4)2,1.3100999999999998
Al2SiO5,1.3101
Tl3B3Se10,1.3101000000000005
Mn(PO3)3,1.3101999999999998
K15Cr7N19,1.3101999999999998
Li9Mn2Co5O16,1.3102
LiCoSiO4,1.3102
MnSb2H18(Se2N3)2,1.3103
Li5MnO3F,1.3103000000000002
LaTlGeSe4,1.3103999999999996
ThNb4O12,1.3104
CsLaZr6FeCl18,1.3104999999999998
Mo6H10N2Cl14O,1.3106
CoH7C4(NO3)2,1.3106
Ba(YbSe2)2,1.3108
Ba2GdMgSbO6,1.3108999999999995
Rb2CdO2,1.3109
Fe2OF3,1.3111
MgFe8(OF)8,1.3113
MgFe8(OF)8,1.3113
Na2TiO3,1.3114
MgH12(I4O3)2,1.3114
MnZn3F6,1.3114
BaEr2CoO5,1.3114999999999997
Rb3NiO2,1.3115
Li7Mn5O12,1.3117
VFe5(PO4)6,1.3117000000000003
V3O5,1.3118
ThN3O14,1.3118999999999998
Li2V2Si2O9,1.3120000000000005
Gd(PO3)3,1.3121
NaH2BrO5,1.3121999999999998
Ba8In8O19,1.3122000000000005
LiVPO5,1.3123
MgFe8(OF)8,1.3123000000000002
Li3Ti2V3O10,1.3123999999999998
Dy2MgS4,1.3124000000000002
Nd2NiO4,1.3124000000000002
MgBi4(WO6)2,1.3126000000000009
CsLu(TaBr3)6,1.3127
Li4Cr(PO4)3,1.3127000000000002
LiCoSiO4,1.3127000000000002
Cs4Th2P5Se17,1.3128
V2CrO6,1.3129
K3BAs2,1.3129
Th2PNO,1.3129
BaTm2CoO5,1.3129999999999995
ScBr3O7,1.3130000000000002
Mg30NiBiO32,1.3130999999999995
Li10Ge(PSe6)2,1.3131000000000002
In10(Pb2S7)3,1.3131000000000004
YSF,1.3132
SiO2,1.3132
Zn5Se4S,1.3133
Li32Mn13Cr3O48,1.3133
V4Fe2HO12,1.3134
Cs2(PSe2)3,1.3135
LiMnCrO4,1.3136
Na8Zn3Ge(PO4)6,1.3137
B8PH24PtC7,1.3137
Na14Mg4Nb4Si9(SO16)3,1.3137999999999996
Li2VSiO5,1.3138
AsP3(PbO8)2,1.3138
FePO4,1.3138000000000003
ReTe3Br5,1.3138999999999998
CaCu2(MoO4)2,1.3138999999999998
K4Mg(WO4)2,1.3139
Fe3OF5,1.3139
Mg2Sn2O5,1.3139000000000003
YFeO3,1.3141
Li24Ti7Cr5O36,1.3141000000000005
Sr2FeH6,1.3141999999999998
Li6V3P8O29,1.3142
Fe5(OF4)2,1.3142
CsP7,1.3142000000000005
BaNdCuS3,1.3142000000000005
Mn3SnO8,1.3142999999999998
Rb3AsSe4,1.3144
LiSc4(FeO3)4,1.3144
Li6V3P8O29,1.3145
Na(CoO2)3,1.3145
Hg3S2ICl,1.3146
K2Pt,1.3146
Li3Mo(PO4)2,1.3146000000000004
Ga3Te3Br,1.3147
S4N4O3,1.3148
KTb(N2O7)2,1.3149
Ho2Se3,1.315
MgMo2(PO5)2,1.315
Pr4Se3O4,1.315
Ga2HgO4,1.3150000000000002
KPSe3,1.3151
Re3(SeBr)7,1.3152
K2TaNbO6,1.3152
Li24Ti7Cr5O36,1.3152999999999997
CaZn3O4,1.3153
MgFe4(PO4)4,1.3153
KCu3SiSe4,1.3154000000000003
LaBi2ClO4,1.3154000000000003
Al4C3,1.3154000000000003
Cs2MnF5,1.3155
Mn(FeO2)2,1.3155
Mg(BiO2)2,1.3156
CrF4,1.3156
Na6MgV2(S3O)2,1.3156
CoHCO3,1.3156
MnSbO4,1.3157
Li4Cr2(PO4)3,1.3157
Al2Bi7Ru(BrCl4)2,1.3157
Y2Se3,1.3158
BrNO,1.3158
Li3Fe4(BO3)4,1.3159999999999998
Ba2CuSn2F14,1.3161
RbSmTe2,1.3163999999999998
KH2OsBr4N,1.3164
Mn3Zn3(AsO4)4,1.3164
MgV2In2O8,1.316400000000001
LiV6O7F5,1.3164999999999996
PAuS4,1.3165
V2OF5,1.3165
Ce5Sm2O13,1.316599999999999
Cd(BrO2)2,1.3165999999999998
LiVCrP2(HO5)2,1.3166
Na2ZrSe3,1.3166000000000002
Rb2SnBr6,1.3166000000000002
Te4Mo3WSe4,1.3166000000000009
MgV2(H2O3)2,1.3167
LiCr(SiO3)2,1.3167
V(SO4)2,1.3168
LiV2(PO4)3,1.3169
LiVCO4,1.3169
VCo5AsO10,1.3170000000000002
Nd4AlSi5(NO)7,1.3171
V3ZnFe2O11,1.3171
Na6ZnSi6Sn7(SO8)6,1.3171
LiVPO5,1.3171000000000002
Na2Ta2Al2Si3(SO8)3,1.3172
CsLa(TaBr3)6,1.3172
Li2MnO3,1.3173
Sb2O5,1.3173000000000004
Bi8AsAuCl9,1.3173999999999997
Li5V3P8O29,1.3175
GdFe2BiO6,1.3175999999999997
K2OsO5,1.3177
Cu2WO4,1.3177000000000003
Li4TiV4Cr4O18,1.318
Ca(SbO2)2,1.3180000000000005
VP2O7,1.3181000000000005
K3Sn2P5S18,1.3182999999999998
Li2VFe3O8,1.3184
Li5SbS4,1.3184999999999998
Li15Cr2N9,1.3186
Ca7TiN6,1.3186
FeSeCl7,1.3187
Mn(HO)2,1.3187
Li6V3P8O29,1.3188
Ba6LiNb2Ir(ClO6)2,1.3188000000000004
Na5SrNbP4,1.3189
Er20Cu6(Pb3S14)3,1.3189000000000002
C16Cl,1.3189000000000002
MgFe4As2O11,1.3192
Rb2O,1.3192
Li2VCrO4,1.3192
HgPbF6,1.3192
Li2VCrO4,1.3193
In(GaO2)3,1.3193999999999997
Cr3Ag8(IO6)2,1.3194
Se2NCl3,1.3196
Li3Co2OF5,1.3196
MgTeN2,1.3197
Li6Fe3Sb(PO4)6,1.3198000000000003
Li2Fe4O7,1.3199999999999998
NaMnPCO7,1.3202
K2NbS7,1.3203999999999998
Sr(RhO2)2,1.3203999999999998
ZrCo3(BO4)2,1.3204000000000002
MnGe7N10,1.3206000000000002
Zr(Se2Cl3)2,1.3208
NiH4C2(S2N)2,1.3208000000000002
K2U7O22,1.3209
Li7Mn2(CoO4)3,1.3209
CsAlTe3,1.3209
Sm4AlSi5(NO)7,1.3209999999999995
Ag2SO4,1.321
Li4VGa3O8,1.3210000000000002
K2Rb2Re6S13,1.3210999999999995
Li6V3P8O29,1.3211
Li2V2P2O9,1.3212000000000002
Li2AlVO4,1.3213999999999997
Na4Sr2TiP4,1.3214
V6O7F5,1.3214
Pd(XeF8)2,1.3215
LiVPO5,1.3217
Li4Co2OF7,1.3217
Li9Mn2Co5O16,1.3217000000000003
MgTiV4CoO12,1.3218
DyP3H5O6,1.3218
CaNd2Ti2Mn2O12,1.3218000000000003
Li2MnCrO4,1.3218999999999994
CaSi2WO6,1.3219000000000003
YV(SeO4)2,1.3221999999999996
KPrMnWO6,1.3222999999999998
Sr5(AuO4)2,1.3224
Nb2Se17Cl12,1.3224
CuBi(WO4)2,1.3224999999999998
MnZnO3,1.3225000000000002
AgPS3,1.3228
NaV5O8,1.3228
Sr2CeNiO6,1.3228999999999995
Li5MnO3F,1.3229000000000002
MgFe6Sb10(IO3)6,1.3230000000000004
Na6Mg4Ta8Si9(SO8)9,1.3231
Li3CoO2F,1.3231000000000002
LiMnF4,1.3232
Nd4Se3O4,1.3232999999999997
BaFe2PbO5,1.3233
La2MgFe2(TeO6)2,1.3233000000000006
Cs3As11,1.3234
ZnCrFeO4,1.3234
NaV3F10,1.3235
Li6Cr2O7,1.3235
BrCl,1.3235
LiCoSiO4,1.3236
Na2Ti2Zn2SiS5O24,1.3239999999999998
O2,1.3241
Al15Fe9O32,1.3242000000000005
Sr4SiP4,1.3242999999999996
Rb2BiAuF6,1.3242999999999998
ZnMoO6,1.3243
ErSF,1.3243999999999998
W3C7NCl6O7,1.3245
CsSi2Mo3P6O25,1.3245000000000002
K3MnO3,1.3245000000000002
Cd(CoO2)2,1.3245999999999998
NdTiCrO5,1.3246000000000002
SrLaDySnO6,1.3247
Ba5V5O14,1.3248999999999995
Pd(SeBr3)2,1.3249
C3NCl,1.3250000000000002
PtN2,1.3251
Na4Ce(As2O7)2,1.3252
TeAs(SeF3)2,1.3252
Mn2CrO4,1.3253
V3OF11,1.3253
Ti2Fe4O9,1.3253000000000004
Zr(TlSe)4,1.3253999999999997
VP2O7,1.3254
MgV2(OF)3,1.3254
Fe21HO32,1.3254
LaMnZnFeO6,1.3254
Mg6CoCO8,1.3255
CrPO4,1.3256
V2Co2Se2O11,1.3256
K2RbGdMgV2O8,1.3256
Li2MnV(PO4)3,1.3257
NaLaNb4O12,1.3258
Na4Mg(FeO2)4,1.3258
Mn(Ni9O10)2,1.3259
EuI2,1.3259000000000003
Na2MgFe4O7,1.3259999999999996
Li4Ca3Nb6O20,1.3259999999999998
Li4V3Ni2Sn3O16,1.326
Mg14SnCO16,1.3260999999999994
Re3(SBr)7,1.3261
La4Se3O4,1.3261000000000005
MgV2O4,1.3261000000000005
Cs3AuO,1.3261000000000005
Li2VO3,1.3261000000000005
Ba3P2(SeO)4,1.3262
Li4Nb2Fe3Sn3O16,1.3262999999999998
LiScVO4,1.3262999999999998
V3OF11,1.3264
RbInBr3,1.3264
Li4Mn2Fe(BO3)4,1.3266
LiCrBO3,1.3266
AgP(XeF5)2,1.3266
TbBi2IO4,1.3266999999999998
CaV2O4,1.3266999999999998
NaHg2Au,1.3268999999999995
Li3As7,1.3268999999999995
Li2CuPO4,1.327
MgV4O7F5,1.327
GaBiN2,1.3270999999999995
Mo3Se2ClO8,1.3271
K2AlAuF6,1.3271000000000002
Li7Mn2(CoO4)3,1.3271000000000002
MgTl2Pb16(Br9O4)2,1.3271000000000002
Hg3(SeBr)2,1.3272
V3OF11,1.3272999999999997
LiVCr(P2O7)2,1.3273
Li7W5O16,1.3274
Ag2PHO4,1.3274
TiMnO3,1.3274000000000004
MgFe4(PO4)4,1.3274000000000004
NaCaNb3(BiO6)2,1.3275
VSnO4,1.3275000000000006
Ca(SbO3)2,1.3276000000000003
MgTiFeO4,1.3276999999999997
Li10Si(PSe6)2,1.3277
Al(SeCl2)2,1.3277
Li5V2Ni3O10,1.3277
Mg30AlNiO32,1.3278000000000008
Dy2Te3Se,1.3279
Mg14FeCoO16,1.3279999999999994
Lu9B5S21,1.3279999999999994
RbTa(CuTe2)2,1.3279999999999998
Na2Al4Si3Ge4(S3O16)3,1.3280999999999996
Y3Mg(PO4)3,1.3281
ZnCdS2,1.3281
Mg2TaMnO6,1.3282000000000005
Li4V3Cr2Sn3O16,1.3282000000000005
BaYAgSe3,1.3282000000000005
Na2SnSe3,1.3282999999999998
Cs5FeO4,1.3283
YBi2NO7,1.3283999999999998
TaTiFeO6,1.3284000000000002
Mg4ZrN4,1.3285999999999998
Ca2Pr2O5,1.3285999999999998
Sb2(PSe3)3,1.3285999999999998
Li3Co4WO8,1.3286999999999995
V3OF11,1.3287
MgV4O7F5,1.3288
BaAg2(HgO2)2,1.3289
CaCrAs2O7,1.3289
Na3AsH18Se4O9,1.329
DyBi2BrO4,1.3290000000000002
Li3TiV3O8,1.3290000000000002
Li5V5(CoO6)2,1.3290000000000006
La2MgSe4,1.3291
Na2Mg(NiO2)2,1.3291
ScMo3O8,1.3291000000000004
Li2VOF4,1.3292000000000002
Bi19(S9Br)3,1.3293
CsFeCl4,1.3293
CaV4(PO5)4,1.3294
In2AsP,1.3294999999999997
Li6V3P8O29,1.3295
AlFeO3,1.3295000000000003
NaMgFe5O8,1.3295000000000003
K2Na3TlO4,1.3295999999999997
Mg2PbO4,1.3297999999999996
CaMnSnWO6,1.3297999999999996
Na10Ti4Zn4Si5S7O48,1.3298
MgV2In2O8,1.3298000000000003
Li9Mn2Co5O16,1.3299000000000003
BaPt2S3,1.3299999999999996
Na2Nb4Al4Si5S7O48,1.3302
LiBe2Au,1.3302
LiCuS,1.3302
Ba2ZnCuBi2F14,1.3302
Al4InAgS8,1.3302999999999994
NaAuC2,1.3302999999999998
MgCr2F12,1.3303999999999998
MgFe6(OF)6,1.3304
Ho2MgSe4,1.3304
KErTe2,1.3304000000000005
Ba4MgMn4(P2O7)4,1.3304999999999998
As(IF2)3,1.3305
MgCo2(SbO4)2,1.3305000000000002
Fe4OF7,1.3306000000000002
InOF,1.3306999999999998
MgV3CoO8,1.3307
CaCoF6,1.3308
Li4Nb2Co3Sn3O16,1.3308999999999995
Si,1.3309000000000006
InGaSe3,1.331
LiCoGeO4,1.3311
Li6V3P8O29,1.3312
TiMn3Te2(PO4)6,1.3313
Na2Sc3Nb5Si6(SO8)6,1.3314
Te4MoW3Se4,1.3314
Rb2(ReS2)3,1.3314
MnBO3,1.3314
Te2Mo3W(Se2S)2,1.3314000000000004
K2O,1.3316
Ca2MgN2,1.3316999999999997
Na5Ca3GeP3(SO8)3,1.3316999999999997
Rb3SbSe4,1.3317
Sr4(NiO3)3,1.3317
SiAg2S3,1.3317
V4Zn(PO4)6,1.3319
Sr2HoMoO6,1.332
CoAgO2,1.332
VN2(Cl3O)2,1.332
LiZn2Ag,1.3320000000000003
Na6Nb2Ga6Si5S7O48,1.3320999999999998
ZnBiSbO5,1.3321999999999998
Pr6Ge3S14,1.3322000000000005
Rb2VAgS4,1.3323
Ga3Te3Cl,1.3323000000000005
HgI2,1.3324
ZnH10C2(Se2N)2,1.3324
TiCo3O8,1.3324
Na6Zn6SiGe2S11O48,1.3325
MnZnAu2,1.3325000000000005
Cs2Pt3Se4,1.3326000000000002
Sr2YAlCr2O7,1.3326000000000002
Na9CaFe10(SiO3)20,1.3327
Mo2N2O7,1.3327
Ba8Bi4O17,1.3327
LiSb(TeO4)3,1.3328000000000002
Mg30VCO32,1.3328999999999995
SbO2F,1.3329
CsGe,1.3329
Ba2B4Se13,1.3329999999999995
Bi2Te4Cl7,1.333
NaMnPCO7,1.333
Ti(FeO2)3,1.3331000000000004
Ca3UN4,1.3332999999999997
PAuCl8,1.3333
MgFe4(OF)4,1.3333
CsBaVS4,1.3334
MgCu2(WO4)2,1.3334999999999997
CaMoO3,1.3335
K7NaGe8,1.3336
NbAgO3,1.3336
MgV2Pb3O8,1.3336999999999994
LiFe8(OF)8,1.3337
Sr2NbCoO6,1.3338
Li3V4P9O32,1.3339
MgTl4V4(TeO5)4,1.3339000000000003
Zn(BiO2)2,1.3339000000000003
TiSiAg2O5,1.334
Ba4LaTi4CrO15,1.3340000000000003
Li2VO2F,1.3341999999999996
BaSbSe2F,1.3342999999999998
NaWO2,1.3344
Na4(Fe2O3)5,1.3345000000000002
RbMnCl3,1.3345000000000002
Na2Nb5In3Si6(SO8)6,1.3345000000000002
Mg2Ta2SiS5O24,1.3346
Na3NiO2,1.3346999999999998
LiV4OF11,1.3346999999999998
Li2MnV(PO4)3,1.3347
Li7V4O11F,1.3348999999999998
Y2MgS4,1.3349000000000002
Na4SeO5,1.3349000000000002
Ca5(CN3)2,1.335
Mg(MoO2)2,1.3350999999999995
Al7Te10,1.3350999999999995
CdHg2SO6,1.3352
GdTi2CdO6F,1.3352000000000004
Li2V(OF)2,1.3353000000000002
Lu2Se3,1.3355
Li5Fe4(P2O7)4,1.3356
V2FeO6,1.3356999999999997
NaPrNb4O12,1.3357
KLaCeNiO6,1.3357
ZnC2S2(OF)2,1.3358
Fe2(PO3)5,1.3358000000000003
CrAgO4,1.336
V2ZnO6,1.336
BaSrNb4O12,1.336
NaV2O5,1.336
LaSeCl,1.3360000000000003
MoS2,1.3361
LiVCr(P2O7)2,1.3361999999999998
MnZn3(FeO2)8,1.3361999999999998
SrTaNO2,1.3361999999999998
Li2Fe3SbO8,1.3362000000000005
RbF2,1.3362999999999996
V4NO10,1.3364
Ca3Fe2(ReO6)2,1.3365
HgP2PdO7,1.3365000000000002
Sr3(AlP2)2,1.3365000000000005
KAg3S2,1.3365999999999998
CsPrHgSe3,1.3367
K3Na2SnP3,1.3368000000000002
Sm4S3N2,1.3368000000000002
MoWS4,1.3369
MgTiV4FeO12,1.3369999999999995
Sr2MgCrO4,1.3370000000000006
La3Si(Mo2O7)2,1.3370999999999995
Na4Cr2C4SO16,1.3371
Li2AgF3,1.3372
Mg2NbN3,1.3373999999999997
Sr9(NiO3)7,1.3374
Mg2Mn2(SiO4)3,1.3374
La3S3N,1.3375000000000004
Te4MoW3Se4,1.3376
Hf(TlSe)4,1.3377
Li3VFe3O8,1.3377999999999997
Li3Mn5Cr3O16,1.3378
MgMn2V2O7,1.338
Sr(GdS2)2,1.3381999999999996
La2CuS4,1.3382000000000005
MoP2O7,1.3383
Li2Cr(Si2O5)3,1.3383999999999998
Pd(Se4Cl)2,1.3384999999999998
Ba2Re6S11,1.3384999999999998
K2MnH2OF5,1.3384999999999998
LiZnP,1.3386
K3NaMgCr2O8,1.3387
Ho2MgS4,1.3388999999999998
La2MgTiZnO6,1.3390999999999993
V2Zn3(P2O9)2,1.3392
MgNi(TeO3)4,1.3392
LiC2NO6,1.3392000000000002
Mn2FeSbO6,1.3392999999999995
Na2U2O7,1.3392999999999995
YTe(WO4)2,1.3395
TaBi4ClO8,1.3395
Fe2OF3,1.3398
Li2TiFeO4,1.3399
MgV4O7F5,1.3399
YBi2BrO4,1.34
CaFe6(OF2)4,1.3400999999999998
LiMnPO5,1.3401
Ba(FeO2)2,1.3402
Tb3In5S12,1.3402000000000005
Mg(SnO2)2,1.3402000000000005
Li5V3P8O29,1.3402999999999998
SrLaCoO4,1.3403
Mg6CuSiO8,1.340300000000001
NaNdNb4O12,1.3404
Rb2In4O7,1.3406999999999996
MgU(PbO3)2,1.3407
K2RuI5NO,1.3407
V2FeAgO7,1.3407999999999998
Ca2Ta10Si9(SO8)9,1.3408
MoP2O7,1.3408
Li2V3WO8,1.3408000000000002
BaInCuF7,1.3409
Li2VO2F,1.3410000000000002
Tb(CuS)3,1.3410000000000002
MgTlV4O10,1.3410999999999995
ZrNCl,1.3411
K2U2MoO10,1.3411
Na2Hg3S4,1.3411
Cs2HgC2SI4O,1.3411
MgV6(HO3)6,1.3412
SmCrTeO6,1.3412000000000002
Li3V3O8,1.3413
Li4Nb2V3Co3O16,1.3413
LiLaNb4O12,1.3413
Li2VO2F,1.3413999999999997
CdHg6(As2Br3)2,1.3414
Tl2Ge2Se5,1.3414
Te2MoWSeS,1.3414
BaCoAs2O7,1.3416
Li2VO2F,1.3416
Gd6MgIn2O12,1.3417
Na2La4Ti4Si3(S3O16)3,1.3417
Tm2Se3,1.3417
V2MoO8,1.3417
LiMn2NiO6,1.3418
MoH2N2Cl5O,1.3419
Li2Fe(PO3)5,1.3419
Tb(ClO2)3,1.3419
InGaO3,1.3419999999999996
Ba2MgTi3Tl2O10,1.3420000000000003
Cs2InAgCl6,1.3421
MnAl(WO4)2,1.3422
MgVCuO4,1.3422000000000005
Cs2MnCl6,1.3422999999999998
Li7Mn2(CoO4)3,1.3423000000000005
WO2,1.3423000000000005
Y2AlN3,1.3426
Li2Cr4O13,1.3426
Nd3Si(Mo2O7)2,1.3427999999999995
TaMnO4,1.3428
Rb3NiO2,1.3429000000000002
LaMgCrMoO6,1.343
Ga5(PS)3,1.3431000000000002
Cu2SiPbS4,1.3431999999999995
LiVOF2,1.3431999999999995
Li2TiV3O8,1.3432
Rb2S3,1.3433000000000002
Li4V5O9F,1.3433000000000006
LiMn(PO3)4,1.3434
Li2Mn2OF6,1.3434
Y4Si2Sn13(SbO14)2,1.3434999999999997
Li2V3WO8,1.3435999999999997
Mg(GeN)2,1.3436000000000003
Li3Cr(PO4)2,1.3436999999999997
MgV4O5F7,1.3437
MgCu2(WO4)2,1.3438
MgTi2(Fe2O5)2,1.3438000000000003
Mg30AlCoO32,1.3438000000000008
Fe3(OF2)2,1.3439
TbBi2ClO4,1.3439000000000003
V2H2O5,1.344
Sr2DyMoO6,1.3440000000000003
GePdS3,1.3441
Te2MoWSeS,1.3441999999999998
SrLuCuS3,1.3441999999999998
LiMnV(P2O7)2,1.3442000000000005
Li2TiCo2O5,1.3442000000000005
Rb2Th7Se15,1.3442999999999996
SrCrO2,1.3443000000000005
Ba5Hf2N6,1.3443999999999998
MgV2Cd2O7,1.3444999999999998
In6Ge2PtO9,1.3445
NaSrHfBiO6,1.3445
NaNdNb4O12,1.3445
TaBi4BrO8,1.3445999999999998
Na2MoC3SeN3,1.3446000000000002
Li32Mn13Cr3O48,1.3448999999999998
Li2TiFe2O5,1.3449000000000004
TbFeO3,1.3449000000000004
Nb2TlPS10,1.3449000000000004
MgW2(OF)4,1.3450000000000002
CaVAsO5,1.3450999999999995
Ca2Pr2MnNiO8,1.3451999999999995
Li6V3P8O29,1.3452
Li3Fe8(BO3)8,1.3453
Tb4Se3N2,1.3453
KSrSbWO6,1.3453
KNiAu3(CN)6,1.3453
KMgMn2O4,1.3453000000000004
Ta3Tl2Cl9,1.3454000000000002
VCrO3,1.3454999999999997
Li4CrSb(WO6)2,1.3455
Mg(AuF6)2,1.3455
LiVOF3,1.3457
V2OF5,1.3457
La2MgSe4,1.3457999999999997
AlFeO3,1.3457999999999997
Hg4As2Br3,1.3458
KSbN2,1.3458999999999994
Li6Cr3Co(PO4)6,1.3459
LiVF5,1.346
Na3AlP2,1.346
LaMn4(BiO4)3,1.3461
Al2HgO4,1.3461
Li12CrGa11O24,1.3461
K8MgTi2O8,1.3462
MnCrO4,1.3462
ZnAgF3,1.3463
K3W2(O2F3)2,1.3463
Sr(MgAs)2,1.3464000000000005
BaCaNb4O12,1.3465000000000005
Mg2SnSe4,1.3466
Mo4P9O32,1.3466999999999998
LiAgF4,1.3467
Li6NCl3,1.3467000000000002
Li3Fe2(SiO4)2,1.3468
Rb4P21I,1.3468
Fe3(OF2)2,1.3468
Li5Fe8(BO3)8,1.3468999999999998
TeMoWSe2S,1.3469000000000002
LiMnV(P2O7)2,1.3469000000000002
Li2TiCo2O5,1.3469999999999995
Ho2Sb2O7,1.3472
Ti(PS3)2,1.3472000000000002
RbGaH2,1.3472999999999995
Sr4Tl2CO9,1.3472999999999995
In2SiGe2S5O24,1.3473
Na6Ti4Zn4Si3(S3O16)3,1.3474999999999997
MnFeC5N6O,1.3475
Na2Zn(GeSe3)2,1.3476
NaFeCSO7,1.3477
CsRe6S8Br3,1.3477
CsCuPSe3,1.3477
Li9Mn2Co5O16,1.3478
TlFeO2,1.3478
Li2VFe(P2O7)2,1.3479
Li2TiFeO4,1.348
Li4Ti3Mn2Sn3O16,1.348
LiMo(PO4)2,1.348
Sr4MgFe4O11,1.3481000000000003
Fe2OF3,1.3483
Na3CoO2,1.3483
BiSbS3,1.3483999999999998
Li2VO2F,1.3484000000000005
Te(NO3)2,1.3485
LuTlS2,1.3485000000000005
SnPSe3,1.3485999999999998
Fe21O23,1.3487
Cd(GaSe2)2,1.3487
RbSi,1.3487999999999998
Rb3IO5,1.3488000000000002
K7Rb5(Fe2O5)2,1.3489
LiCu(PO3)2,1.3489000000000004
Fe(PO3)4,1.3489999999999998
Sr(SO5)2,1.349
Rb2LaNb2ClO7,1.3490000000000002
Li2VF7,1.3491
TiV(PO4)3,1.3491
Sr2NbCoO6,1.3491
Li3V4(OF3)3,1.3491
KAl4Fe3(HO6)2,1.3491000000000002
Cr(OF)3,1.3492999999999995
Li2V3WO8,1.3494000000000002
Li3Cr2P4HO14,1.3495
Rb2Cr(ICl)2,1.3495
HgI2,1.3495
Te4Mo3WS4,1.3495
TiZn(BiO3)2,1.3495
Sr6CaMn4O13,1.3496
FeHO2,1.3496
Na14Nb4Zn4Si9(SO16)3,1.3496
