formula,target
Li3Sb,38.0
TlCu4S3,46.01045008375379
Y3Al5O12,171.0
Ta2Si,215.0
LaCrO3,165.1245106725035
Li2CuAs,50.36776873645442
HfCo,152.86373803249612
GeAs3,70.6040963054953
TaGaFe2,224.2011729752353
CrFeCoNi,173.5803548870216
AlCuO2,171.749505983082
Mn2PtRh,175.3119336926344
CaCuO2,120.57592789256664
Ba2ZrS4,56.0
YMgIn,53.93763933859153
CaFeO2,109.71624305192292
Zr2CS,165.0
TiV3O8,167.6987940810703
Fe(BW)2,318.5346863130857
BeAlRh2,199.0
Mg2Tl,33.93900985893245
Al2IrRh,208.00381797679145
HfZnCu2,133.3718663093494
NiRhF6,36.53861191904373
Sc2CoOs,140.0
SrZn,24.18770955471393
CsTaN2,46.12367760679597
PrNbO3,180.0
AgPtO2,123.0
LiZn,42.356846796452274
VSiTc2,257.0
Zn2Ni3O5,176.68707656253838
Ti2ZnRe,166.16344100248688
KF,28.86914320487238
ScCoC2,200.66361312102725
ZrAl2,113.46085283025604
Ba2CoO4,58.63220806990266
Ti2TcRu,206.0
Si2W,218.47991738530084
CoO2,82.4876369986404
Hf2OsRh,202.0
Fe2P2O7,75.85054600498279
BeAl2O4,214.4747383395972
Sr2IrO4,129.0
LiBF4,10.827630337419109
YbMg,27.0
Sr3(AlN2)2,86.16192251784302
Li2MgBr4,20.67743348870066
CrS2,29.469539091780604
Sc6NiTe2,72.90435212364164
MnCuO2,112.04741880151155
In3SbTe2,10.0
Al2Cu,99.63617578431726
ZrCo2,164.0442765460878
BaPt5,147.64695716242306
CsMgBr3,10.691206191613496
UCl6,1.0
LiDy2Tc,67.0
SrZnBi2,31.86136264040353
As2Os,166.00660280630382
W(ClO)2,23.945624648978644
Ca4CN4,66.69858950987052
Be2IrPt,240.0
FeP2,179.99041533174858
Sr(SiPd)2,89.61598787689442
Ba3Zr2S7,59.58646426214274
Hf2SeN2,159.0
BeAlB,141.06826093131306
GePdS3,6.308365115844995
CdInPd2,113.01248488327042
Ti2FeS4,61.19013947562032
Ba(CuS)2,65.95146079244583
FeAsS,142.73661089946242
LiCN,17.0
Ca2MgSi2O7,85.44803846800079
GdFeO3,126.38316138062244
NaNO3,27.39615012784223
Zr(VGa2)2,127.0
Bi2AuO5,121.38173192002398
TaBe2,167.60198718186734
Ca2Sn,28.93709637982201
P2Pb2O7,46.23726259138744
CaPd3O4,165.79899561755278
FeGe,145.2719952721649
AlNi3,179.50780680262062
TiCr2,198.9108158276996
Cu2SnTe3,45.738940765863454
YIn2Ni,78.61190570202292
SiPd2,179.79053212190274
NaPdO2,89.71353830698652
PbSeO3,35.29275734385921
ScCuSi,112.0
Nb4SiNi,190.5651832933979
CsCuO,19.92643688602522
Sr(CdAs)2,46.19098658853656
MnF3,45.89184454565964
Li3FeF6,53.4713125268201
Ba3WO6,95.22812807493229
TlCl,20.0
Mg2Au,58.41650591051462
YMgAg2,62.97164651320514
SiSnO3,43.0
VO2,233.0574742138792
Ti2MnAl,21.0
CdSb,38.996936589694
HfBiO4,129.44578056729864
RhO2,233.62425553539512
YRe2,202.8482725801009
Pr4RuI5,15.617410379617835
NdMg,38.09733301996019
Hf2MoIr,191.6444977535577
ZnNi,146.0457645667749
Y4CuTe8,48.69366773052793
LiZnN,115.75408757557432
MgTe2,37.74745920272815
Cu2S,92.99653340580792
Y2ZnIr,94.15109518322252
Sr2PtAu,46.770631099264094
ScAlAu2,113.86619064004456
RbNbO3,39.44254673309611
ScCdAg2,79.4492849623417
NaCN,23.00411665904805
CdGeAs2,51.93082304556236
NaVO2,114.17252380017432
HfAg,117.29622133454671
SrCuSb,47.59843011083906
FeB,294.4980109754701
InSb,35.39321185785008
YbSnAu2,71.0
FeNi,186.63083912697488
PuBr3,11.214339962167571
Sc2AgAu,93.0
Ta5Sb4,107.0
AgF2,31.6135317009278
Na2MoO4,50.1715818346384
Be12W,144.26034605899304
BiF5,14.560240013082913
ScInPt,109.36347568181256
LiMnCoO4,120.74843661791678
TiTe,87.0
HfCu3,133.04013221890963
YMgAg,57.56029287377866
Ti3Te4,59.54604186896993
InNi3,147.0471514263759
Al5Rh2,131.0492399601474
B8O,204.75117815968773
AlRe2,255.09638868981148
