formula,Temperature,Seebeck (uV/K)
UFe2Si2,300.0,5.0
InSb0.33Te0.67 ht,313.0,0.67
Sr4IrO6,650.0,200.0
Sr4IrO6,1023.0,135.0
SrIrO3 mon1,298.0,5.0
SrIrO3 mon1,450.0,2.0
SrIrO3 mon1,1023.0,28.0
NbNi1.5Si0.5,95.0,-2.4
NbNi1.5Si0.5,297.0,-3.1
NbNi1.5Si0.5,378.0,-4.0
Nd3Te4 ht,298.0,-31.0
Nd3Te4 ht,298.0,-52.0
Tl4.5Nd0.5Te3,300.0,46.0
Zr6NiSb2,195.0,4.4
Zr6NiSb2,50.0,1.2
Sm0.1Pb0.9Te,298.0,275.0
V3Te4 rt,290.0,-11.0
Si33P13Te6.88,298.0,-10.0
Si33P13Te6.88,800.0,308.0
Si33P13Te6.88,330.0,170.0
SmSb rt,298.0,-5.9
AgGdSn,300.0,6.7
AgGdSn,100.0,2.3
AgGdSn,5.0,0.5
Ag2YSi2,60.0,-0.18
Cu6.5CeAl6.5,350.0,-3.0
Cu6.5CeAl6.5,100.0,-0.6
Cu6.5CeAl6.5,1.5,-0.1
Cr18Fe15Al120,9.0,0.21
Cr18Fe15Al120,298.0,-0.27
Cr18Fe15Al120,298.0,-0.67
Cr18Fe15Al120,9.0,-0.67
Cr18Fe15Al120,298.0,-1.39
Cr18Fe15Al120,9.0,1.01
Ce5Co4Ge13,298.0,7.6
Cu2ErGe2,298.0,-1000.0
CuErGe,298.0,-13400.0
Dy4Ni12Sn25,300.0,-2.02
DyNi3Sn2,300.0,10.0
DyNiSn2,280.0,-5.4
Ni0.04Pb0.92Te,298.0,-230.0
Tl4SnTe3,298.0,169.34
Tl4SnTe3,298.0,80.28
Tl4SnTe3,323.0,126.0
Tl4SnTe3,473.0,214.0
Tl4SnTe3,300.0,50.0
AgTh2,310.0,-2.0
Th2Al,310.0,1.4
TmAl3,298.0,15.0
TmAl3,30.0,-8.0
Eu4As3 rt,298.0,60.0
Th3As4,300.0,-500.0
EuB6,200.0,-70.0
EuB6,400.0,-90.0
EuB6,500.0,-100.0
EuB6,200.0,-67.0
EuB6,75.0,-30.0
EuB6,10.0,-2.0
B6S0.5,810.0,211.0
B6S0.5,330.0,175.0
ThB6,300.0,-5.0
TmB12,100.0,0.48
TmB12,300.0,-2.2
YbB66,300.0,170.0
B rhom2,150.0,350.0
B rhom2,283.0,50.0
B rhom2,310.0,22.0
BiBr,300.0,-82.0
Cd0.044In0.956,383.0,0.33
Cd0.044In0.956,383.0,0.07
Cd0.044In0.956,383.0,-0.005
Cd0.044In0.956,383.0,0.03
Cd0.044In0.956,383.0,0.1
CeRh2,297.0,22.5
CeRh2,100.0,7.0
CeSe,300.0,8.0
CoTe2 rt,298.0,-20.0
CoTe2 rt,82.0,-6.5
CoTe2 rt,425.0,-26.5
CoTe2 rt,293.0,-65.0
CoTe2 rt,125.0,-6.0
CoTe2 rt,280.0,-20.0
Cr0.33Pd0.67 ht,773.0,-19.1
Cr0.33Pd0.67 ht,773.0,-12.0
Cr0.33Pd0.67 ht,773.0,-7.3
Cr0.33Pd0.67 ht,773.0,-6.1
Cr0.33Pd0.67 ht,773.0,-11.8
Cr0.33Pd0.67 ht,773.0,-7.3
Cr0.33Pd0.67 ht,773.0,-9.2
ErTe rt,298.0,-6.0
ErTe rt,298.0,-36.0
EuGa4,300.0,3.3
EuGa4,300.0,2.5
Eu3S4 lt,160.0,-103.0
Eu3S4 lt,145.0,-116.0
Eu3S4 rt,300.0,-70.0
Eu3S4 rt,210.0,-100.0
Fe0.4Ir0.6 ht,23.0,0.0
Fe0.4Ir0.6 ht,120.0,1.51
La3Ga,285.0,5.7
Gd7Pd3,150.0,11.2
Gd7Pd3,150.0,8.3
La3Ge rt,280.0,1.25
Th2Ge,310.0,1.0
HfTe5,85.0,0.0
HfTe5,115.0,120.0
HfTe5,64.0,-100.0
Hg0.06In0.94,383.0,0.8
Hg0.06In0.94,383.0,0.41
Hg0.06In0.94,383.0,-0.08
Tl0.194In0.806 rt,383.0,0.51
Tl0.194In0.806 rt,383.0,0.49
Tl0.194In0.806 rt,383.0,0.27
Tl0.194In0.806 rt,383.0,0.23
Tl0.194In0.806 rt,383.0,0.19
La3Ir,285.0,-4.0
La3Ir,100.0,-8.0
IrSb3,300.0,62.0
IrSb3,600.0,123.0
IrSb3,300.0,72.0
IrTe2 rt,298.0,1.0
La3Ru,295.0,-2.5
La3Ru,42.0,-2.5
La3Te4,298.0,-410.0
La3Te4,298.0,23.0
La3Te4,298.0,-32.0
La3Te4,298.0,-172.0
La3Te4,298.0,-21.0
LaTe,298.0,8.6
LaTe2 rt,298.0,-217.5
LaTe2 rt,298.0,173.5
LaTe3,298.0,27.6
MoTe2 rt,600.0,31.7
MoTe2 rt,130.0,15.0
NaSn rt,520.0,770.0
NbSe2 rt 2H,300.0,-4.08
NbSe2 rt 2H,35.0,0.8
NbSe3 rt,200.0,-12.5
NbSe3 rt,280.0,-13.2
NbSe3 rt,160.0,-10.0
NbSe3 rt,300.0,-11.0
NbSe3 rt,17.0,26.0
NbSe3 rt,17.0,175.0
Nb3Te4 rt,288.0,11.2
Nb3Te4 rt,110.0,6.5
Nb3Te4 rt,300.0,-28.0
Nb3Te4 rt,100.0,-17.0
V3O5 rt,205.0,-400.0
V3O5 rt,300.0,-250.0
V3O5 rt,271.0,-280.0
V3O5 rt,533.0,-20.0
V3O5 rt,473.0,-15.0
V3O5 rt,298.0,500.0
V3O5 rt,300.0,680.0
V3O5 rt,300.0,450.0
V3O5 rt,414.0,100.0
V3O5 rt,523.0,-20.0
V3O5 rt,280.0,-19.0
V3O5 rt,170.0,-10.0
V3O5 rt,192.0,630.0
V3O5 rt,270.0,900.0
Zr3O rt Zr+,298.0,-5.0
OsSe2,300.0,80.0
OsTe2 ht,500.0,-90.0
OsTe2 ht,1070.0,-55.0
OsTe2 ht,300.0,100.0
PdP2,300.0,100.0
PtP2,298.0,150.0
PtP2,298.0,181.0
PtP2,100.0,75.0
PtP2,800.0,400.0
PtP2,300.0,100.0
PtP2,298.0,-90.0
RuP2,298.0,350.0
PrPb3 rt,8.0,-1.45
PrPb3 rt,50.0,1.4
Th2Pd,310.0,6.0
Tl2Pd,310.0,-0.3
V0.1Pd0.9 ht,773.0,-11.8
V0.1Pd0.9 ht,773.0,-1.4
V0.1Pd0.9 ht,773.0,4.2
V0.1Pd0.9 ht,773.0,20.0
V0.1Pd0.9 ht,773.0,24.8
V0.1Pd0.9 ht,773.0,24.6
V0.1Pd0.9 ht,773.0,2.0
V0.1Pd0.9 ht,773.0,-6.2
Pr3Ru,50.0,-2.0
Pr2.67Te4,298.0,-34.0
RhSb3,305.0,120.0
RhSb3,298.0,28.0
RuSe2,300.0,120.0
WS2 2H,298.0,307.0
WS2 2H,298.0,-550.0
WS2 2H,298.0,390.0
ZrS3,298.0,-850.0
ZrS3,200.0,1270.0
ZrS3,400.0,665.0
TmSe ht2,298.0,20.0
UTe3 mon,298.0,550.0
ZrTe5 rt,104.0,-59.0
ZrTe5 rt,195.0,80.0
ZrTe5 rt,147.0,0.0
TaSe2 2H rt,300.0,-10.0
TaSe3,300.0,10.0
TaSe3,300.0,60.0
TaSe3,140.0,-10.0
TaSe3,220.0,0.0
Pr3Ga,80.0,-1.0
NbI4,298.0,800.0
LuSb,298.0,-9.0
TmPd3,298.0,-5.0
Yb lt/hp2,355.0,18.3
Yb lt/hp2,80.0,2.3
Yb lt/hp2,355.0,32.0
Yb lt/hp2,605.0,27.8
Yb lt/hp2,870.0,7.6
Yb lt/hp2,600.0,26.5
HoSn3,298.0,-1.1
Fe0.1Co0.9Si2 ht,1400.0,16.0
Fe0.1Co0.9Si2 ht,1323.0,14.0
Fe0.9Co0.1Si2 ht,1028.0,10.0
Fe0.9Co0.1Si2 ht,300.0,7.0
Co2Ge3Te3,298.0,-713.0
Co2Ge3Te3,273.0,-697.0
Co2Ge3Te3,115.0,-800.0
Co2Ge3Te3,77.0,-628.0
NbCo2Sn rt,235.0,-16.0
NbCo2Sn rt,235.0,-19.9
Co0.7Ni0.3Sb3,298.0,-150.0
Co0.7Ni0.3Sb3,373.0,-132.0
Co0.7Ni0.3Sb3,673.0,-158.0
CoSbS par,298.0,200.0
CoSbS par,298.0,700.0
CoSb2.99Te0.01,373.0,-175.0
CoSb2.99Te0.01,298.0,-143.0
CoSb2.99Te0.01,298.0,-200.0
CoSb2.99Te0.01,76.0,-162.0
CoSb2.99Te0.01,298.0,-396.0
CuCr2Se4,111.0,70.0
CuCr2Se4,430.0,10.0
CuCr2Se4,313.0,15.0
CuCr2Se4,300.0,12.0
ZrCrFe ht2,20.0,4.2
ZrCrFe ht2,120.0,12.5
ZrCrFe ht2,300.0,5.0
ScCr6Ge6,298.0,-2.9
Cr0.75Mn0.25Si2,160.0,-140.0
Cu2GeSe3 rt,298.0,330.0
CuHf4Si4,298.0,14.2
Cu0.40LaTe2,298.0,119.0
Cu4.86La3Te7,300.0,15.0
Cu0.9Mo3S4 rt,298.0,31.5
CuV2S4 lt3,530.0,-1.3
CuV2S4 lt3,100.0,14.4
Mn0.25Fe0.75Si2 ht,300.0,3.7
Mn0.1Fe0.9Si2,298.0,290.0
Mn0.1Fe0.9Si2,1000.0,173.0
Mn0.1Fe0.9Si2,250.0,335.0
Mn0.1Fe0.9Si2,298.0,629.0
Mn0.1Fe0.9Si2,77.0,180.0
Mn0.1Fe0.9Si2,290.0,370.0
Mn0.1Fe0.9Si2,1230.0,55.0
Mn0.1Fe0.9Si2,1360.0,20.0
Nb4Fe4Si7,100.0,-1.97
Nb4Fe4Si7,298.0,-1.93
MgAgSb ht2,683.0,160.0
RuAs rt,298.0,-7.81
Zr2Al3C4,373.0,-5.0
Zr2Al3C4,1273.0,-5.0
CaAlSi hex,300.0,-6.55
CaAlSi hex,10.0,-0.5
CeCoAl4,77.0,2.0
CeCoAl4,130.0,5.0
CeCoAl4,300.0,11.0
UCoAl,7.0,17.5
UCoAl,7.0,10.0
YCo1.8Al0.2,300.0,-10.0
YCo1.8Al0.2,20.0,0.1
Mg2Sb0.5Si0.5,298.0,-68.0
Mg2Sb0.5Si0.5,100.0,-28.0
Mg2Sb0.5Si0.5,10.0,-6.0
Nd0.09Pb0.86Se,298.0,-29.2
Nd0.09Pb0.86Se,300.0,128.0
Nd0.09Pb0.86Se,773.0,810.0
WP2 rt,298.0,3.0
ScNi2Si2,293.0,-11.0
ScNi2Si3,293.0,4.0
ScNiSi3,293.0,7.0
Pr0.09Pb0.86Se,298.0,-66.6
Sm0.09Pb0.91Se,250.0,-405.0
Sm0.09Pb0.91Se,250.0,-308.0
Sm0.09Pb0.91Se,80.0,-60.0
Sm0.09Pb0.91Se,210.0,-220.0
Tl4PbTe3 rt,323.0,54.0
Tl4PbTe3 rt,673.0,235.0
PtSn1.2Sb1.8,298.0,10.0
RbSb3Se5,298.0,150.0
RbSbSe2,298.0,1800.0
RuTeSe,300.0,300.0
Tl2SnTe3,298.0,170.67
CdIn2Se4 1T,100.0,-50.0
CdIn2Se4 1T,298.0,-180.0
Zn0.75Cd2.25P2 ht,298.0,1800.0
Zn0.75Cd2.25P2 ht,298.0,-200.0
Cd0.5Pb0.5Se rt,298.0,-210.0
CeFe1.5Co0.5 rt,3.0,0.6
CeFe1.5Co0.5 rt,295.0,7.8
CeFe1.5Co0.5 rt,90.0,3.1
CeFe1.5Co0.5 rt,52.0,4.9
CeCo2Si2,100.0,-1.0
CeCo2Si2,300.0,32.0
CeCo2Si2,420.0,40.0
CeCo2Si2,800.0,10.0
CeCo2Si2,300.0,25.0
CeCo2Si2,500.0,39.0
ScCeGe,298.0,-10.7
CeGeSi,300.0,-20.0
Ce0.04Pd0.96H0.042,200.0,3.6
Ce0.04Pd0.96H0.042,80.0,1.1
CeMn2Si2,300.0,54.0
CeMn2Si2,235.0,60.0
CeMn2Si2,45.0,-27.0
CeNi2Si2,298.0,36.0
CeNi2Si2,800.0,30.0
CeNi2Si2,298.0,35.6
CeNi2Si2,84.0,26.5
CeNi2Si2,20.0,0.0
CeNi2Si2,275.0,30.0
CeNi2Si2,2.0,0.6
CeNi2Si2,100.0,9.6
CeNi2Si2,286.0,29.3
CeNi2Si2,400.0,43.0
CeNi4Si hex,55.0,2.5
CeNi4Si hex,8.0,-1.0
CeNi8.5Si4.5,298.0,8.4
CeNi8.5Si4.5,40.0,49.7
CeNi8.5Si4.5,4.0,11.3
CeNi8.5Si4.5,33.0,94.0
CeNi8.5Si4.5,300.0,7.7
CeNi8.5Si4.5,800.0,-2.2
Ce5Ni2Si3,52.0,4.0
Ce3Ni2Sn7,298.0,15.32
Ce3Ni2Sn7,298.0,13.6
CeNi2Sn2 ht,3.5,-1.9
CeNi2Sn2 ht,12.0,5.0
CeNi2Sn2 ht,288.0,-5.8
CeNi4Sn2,298.0,-17.5
CeNi4Sn2,298.0,-16.6
CeNi5Sn,298.0,3.75
CeNi5Sn,6.0,0.75
CeNi5Sn,93.0,11.25
CeNi5Sn,300.0,9.08
CeNiSn rt,100.0,18.8
CeNiSn rt,100.0,27.7
CeNiSn rt,100.0,37.4
CeNiSn rt,100.0,29.0
CeNiSn rt,4.0,40.2
CeNiSn rt,20.0,48.7
CeNiSn rt,298.0,14.4
CeNiSn rt,3.0,42.9
CeNiSn rt,3.0,48.0
CeNiSn rt,3.0,31.0
CeNiSn rt,5.0,4.0
CeNiSn rt,39.0,29.0
CeNiSn2,298.0,-4.8
CeNiSn2,298.0,-4.0
Fe0.15Ru0.85Al2,330.0,85.0
Fe0.15Ru0.85Al2,573.0,156.0
YMnAl,2.0,2.0
YMnAl,300.0,-2.5
YMn4Al8,298.0,-2.3
NiGe0.725As2.275,200.0,-22.8
RuIn3,308.0,-363.0
RuIn3,461.0,262.0
RuIn3,373.0,207.0
RuIn3,960.0,112.0
RuIn3,373.0,295.0
HoB2C2 rt,300.0,-2.7
Ce2Co7B3,5.0,-1.0
Ce2Co7B3,250.0,-9.07
Ce2Co7B3,750.0,-0.7
Ce2Co7B3,980.0,4.0
LuCoB4,298.0,35.1
GdCrB4,312.0,-133.0
YCrB4,470.0,-110.0
Dy2Fe14B,290.0,-9.5
Dy2Fe14B,40.0,1.8
Er2Fe14B,300.0,-9.3
Er2Fe14B,37.5,10.5
PtBiSb,300.0,1.0
Bi2Se1.5S1.5,323.0,-439.0
Bi2Se1.5S1.5,573.0,-408.0
Bi1.74Sb0.26Se3,100.0,-61.3
Bi1.74Sb0.26Se3,300.0,-91.0
Bi1.74Sb0.26Se3,300.0,-93.0
Bi0.5Sb1.5Se3,433.0,183.0
Sm4Bi2Te,298.0,230.0
Y3FeB7,300.0,-12.0
Y3FeB7,510.0,-19.0
Tb2Fe14B,290.0,-11.0
Tb2Fe14B,40.0,3.0
Sm2Fe14B,290.0,-17.0
Sm2Fe14B,27.0,-2.0
TbNi12B6 orth,298.0,-1.0
YMoB4,315.0,-75.0
YMoB4,496.0,-112.0
YWB4,330.0,-28.5
YWB4,845.0,-71.0
InBiSe3 rhom,100.0,-17.4
InBiSe3 rhom,298.0,42.0
LaCo2B2,300.0,-7.4
TaS3 lt mon,250.0,30.0
TaS3 lt mon,400.0,17.0
TaS3 lt mon,300.0,-7.0
TaS3 lt mon,425.0,4.0
TaS3 lt mon,200.0,-4.0
RuSb2,300.0,-212.0
RuSb2,400.0,-75.0
RuSb2,100.0,-32.0
RuSb2,298.0,250.0
GaInSe2,298.0,566.0
LaNi4Ga,298.0,-9.0
LaNi4Ga,800.0,-12.5
TlGaSe2 rt,298.0,820.0
TlGaSe2 rt,600.0,666.0
TlGaSe2 rt,298.0,820.0
TlGaSe2 rt,399.0,1075.0
Tl2GeTe3,323.0,202.0
Tl2GeTe3,473.0,235.0
GdAl2.90Ge0.10,,0.4
GdAl2.90Ge0.10,4.0,4.7
GdAl2.90Ge0.10,20.0,1.8
Ho2Fe14B rt,290.0,-11.0
Ho2Fe14B rt,40.0,7.0
PrV2Al20,300.0,-5.0
PrV2Al20,300.0,1.7
LaV2Al20,300.0,-6.5
Fe0.1Ni0.9Se,1000.0,-23.0
Fe0.1Ni0.9Se,500.0,-9.0
Fe0.1Ni0.9Se,100.0,-5.0
Ho2Al3Si2,298.0,2.05
Gd2Fe14B,300.0,-15.0
Gd2Fe14B,27.0,-2.0
Cu4.83CeIn1.17 rt,325.0,16.0
CdFe2O4,298.0,-100.0
CdFe2O4,298.0,-102.0
CdFe2O4,298.0,-200.0
URu2Si2,300.0,2.0
URu2Si2,70.0,0.0
URu2Si2,18.0,-3.6
URu2Si2,13.0,-25.0
URu2Si2,,4.0
URu2Si2,10.0,-47.0
URu2Si2,150.0,10.5
URu2Si2,300.0,10.5
URu2Si2,11.0,-40.5
TiSeS,298.0,-97.0
TiSeS,150.0,-148.0
TiSeS,7.0,-6.0
TiSeS,300.0,-141.0
TiSeS,700.0,-231.0
Cu0.5PrSn2,298.0,1.5
Cu0.5PrSn2,298.0,1.78
Cu4.6Pr0.95Sn1.4,298.0,2.07
Cu4Pr2Sn5,298.0,-2.85
Cu9.4PrSn3.6,298.0,3.88
Cu3PS4 ht,260.0,850.0
Cu3PS4 ht,500.0,-440.0
Sm3Sb4Se9 rt,300.0,-508.0
ScMn6Ge6,298.0,24.7
ScMnGe,298.0,-11.2
ScMnGe2,298.0,-1.8
NbFeO4 mon1,300.0,-245.0
MoFe2O4,298.0,27.0
ScNi6Ge6,298.0,-4.6
ScNiGe,298.0,2.9
TiNiSn cub,773.0,-235.0
TiNiSn cub,323.0,-123.0
TiNiSn cub,298.0,-100.0
TiNiSn cub,298.0,-260.0
TiNiSn cub,298.0,-262.0
TiNiSn cub,80.0,-111.0
TiNiSn cub,370.0,-278.0
TiNiSn cub,80.0,-110.0
TiNiSn cub,370.0,-278.0
TiNiSn cub,298.0,-189.0
TiNiSn cub,298.0,-127.0
TiNiSn cub,298.0,-172.0
TiNiSn cub,370.0,-279.0
TiNiSn cub,80.0,-111.0
TiNiSn cub,298.0,-150.0
TiNiSn cub,80.0,-109.1
TiNiSn cub,350.0,276.3
Tl3GeTe3,300.0,150.0
Tl3GeTe3,460.0,210.0
BaCu2S2 rt orth rt,100.0,331.0
BaCu2S2 rt orth rt,200.0,384.0
BaCu2S2 rt orth rt,100.0,329.0
BaCu2S2 rt orth rt,200.0,394.0
BaCu2S2 rt orth rt,298.0,508.0
BaCu2S2 rt orth rt,250.0,445.0
BaCu2S2 rt orth rt,298.0,504.0
BaCu2S2 rt orth rt,250.0,451.0
BaCu2S2 rt orth rt,100.0,48.0
BaCu2S2 rt orth rt,200.0,76.0
Ho3InS6,300.0,290.0
YbPdGe,120.0,-5.5
YbPdGe,300.0,-2.0
La3InS6,300.0,235.0
TlInSe2,140.0,266.0
TlInSe2,500.0,680.0
TlInSe2,880.0,440.0
K2.5Sb8.5Se14,298.0,730.0
LaRh2Si2,298.0,3.0
Lu2NiSn6,298.0,0.5
ScFeGe,298.0,-3.2
HoCrB4,323.0,-91.7
Ag2HgSnS4,290.0,480.0
AgCd2GaS4 rt,300.0,-157.0
AgCd2GaS4 rt,298.0,-500.0
MgIn2O4,800.0,-295.0
MgIn2O4,298.0,-209.0
MgIn2O4,600.0,-260.0
Ba2Cu3NdO7,298.0,8.8
Ca3Co2O6,350.0,650.0
Ca3Co2O6,1170.0,140.0
Ca3Co2O6,500.0,416.0
Ca3Co2O6,300.0,670.0
Ba2Cu3YO7 rt,293.0,5.44
Ba2Cu3YO7 rt,100.0,6.79
Ba2Cu3YO7 rt,98.0,3.2
Ba2Cu3YO7 rt,200.0,-5.4
Ba2Cu3YO7 rt,100.0,5.52
Ba2Cu3YO7 rt,100.0,7.56
Ba2Cu3YO7 rt,100.0,-1.5
Ba2Cu3YO7 rt,110.0,12.77
Ba2Cu3YO7 rt,300.0,7.974
Ba2Cu3YO7 rt,298.0,-3.1
Ba2Cu3YO7 rt,298.0,0.0
Ba2Cu3YO7 rt,93.0,-4.0
Ba2Cu3YO7 rt,298.0,-1.0
Ba2Cu3YO7 rt,,3.6
Ba2Cu3YO7 rt,1200.0,125.0
Ba2Cu3YO7 rt,1000.0,170.0
Ba2Cu3YO7 rt,298.0,10.5
Ba2Cu3YO7 rt,298.0,14.0
Ba2Cu3YO7 rt,298.0,2.5
Ba2Cu3YO7 rt,298.0,30.0
Ba2Cu3YO7 rt,298.0,15.3
Ba2Cu3YO7 rt,92.0,1.6
Ba2Cu3YO7 rt,92.0,-4.0
Ba2Cu3YO7 rt,110.0,-6.0
Ba2Cu3YO7 rt,,0.7
Ba2Cu3YO7 rt,,0.0
Ba2Cu3YO7 rt,298.0,0.1
Ba2Cu3YO7 rt,120.0,-1.4
Ba2Cu3YO7 rt,120.0,-2.4
Ba2Cu3YO7 rt,298.0,-1.0
Ba2Cu3YO7 rt,298.0,-4.1
Ba2Cu3YO7 rt,298.0,4.1
Ba2Cu3YO7 rt,100.0,-6.5
Ba2Cu3YO7 rt,100.0,1.5
Ba2Cu3YO7 rt,100.0,-5.6
Ba2Cu3YO7 rt,300.0,-3.3
Ba2Cu3YO7 rt,90.0,-3.4
Ba2Cu3YO7 rt,300.0,-3.4
Ba2Cu3YO7 rt,110.0,-6.2
Ba2Cu3YO7 rt,100.0,8.3
Ba2Cu3YO7 rt,150.0,7.5
Ba2Cu3YO7 rt,100.0,0.72
Ba2Cu3YO7 rt,300.0,1.82
Ba2Cu3YO7 rt,300.0,-1.71
Ba2Cu3YO7 rt,100.0,-2.82
Ba2Cu3YO7 rt,350.0,17.0
Ba2Cu3YO7 rt,350.0,20.0
Ba2Cu3YO7 rt,673.0,21.0
Ba2Cu3YO7 rt,673.0,24.0
Ba2Cu3YO7 rt,140.0,17.0
Ba2Cu3YO7 rt,298.0,12.0
Ba2Cu3YO7 rt,293.0,2.7
Ba2Cu3YO7 rt,100.0,3.67
Ba2Cu3YO7 rt,298.0,9.6
Ba2Cu3YO7 rt,100.0,1.5
Ba2Cu3YO7 rt,300.0,6.5
Ba2Cu3YO7 rt,260.0,2.3
Ba2Cu3YO7 rt,120.0,8.0
Ba2Cu3YO7 rt,298.0,8000.0
Ba2Cu3YO7 rt,100.0,1.5
Ba2Cu3YO7 rt,300.0,-2.2
Ba2Cu3YO7 rt,300.0,2.0
Ba2Cu3YO7 rt,300.0,-2.5
Ba2Cu3YO7 rt,300.0,-1.0
Ba2Cu3YO7 rt,100.0,-3.9
Ba2Cu3YO7 rt,105.0,0.6
Ba2Cu3YO7 rt,105.0,-6.0
Ba2Cu3YO7 rt,95.0,1.6
Ba2Cu3YO7 rt,310.0,-0.9
Ba2Cu3YO7 rt,100.0,-3.5
Ba2Cu3YO7 rt,290.0,-1.1
Ba2Cu3YO7 rt,90.0,0.1
Ba2Cu3YO7 rt,92.0,2.2
Ba2Cu3YO7 rt,280.0,2.8
Ba2Cu3YO7 rt,300.0,6.0
Ba2Cu3YO7 rt,298.0,5.4
Ba2Cu3YO7 rt,298.0,-2.7
Ba2Cu3YO7 rt,298.0,18.0
Ba2Cu3YO7 rt,298.0,56.0
Ba2Cu3YO7 rt,300.0,1.8
Ba2Cu3YO7 rt,120.0,0.4
Ba2Cu3YO7 rt,99.5,0.8
Ba2Cu3YO7 rt,100.0,3.24
Ba2Cu3YO7 rt,170.0,2.23
Ba2Cu3YO7 rt,290.0,2.53
Ba2Cu3YO7 rt,370.0,2.0
Ba2Cu3YO7 rt,100.0,5.0
Ba2Cu3YO7 rt,200.0,6.9
Ba2Cu3YO7 rt,291.0,9.8
Ba2Cu3YO7 rt,300.0,6.0
Ba2Cu3YO7 rt,200.0,-3.3
Ba2Cu3YO7 rt,100.0,-3.9
Ba2Cu3YO7 rt,92.5,-6.7
Ba2Cu3YO7 rt,200.0,6.0
Ba2Cu3YO7 rt,100.0,4.0
Ba2Cu3YO7 rt,300.0,7.5
Ba2Cu3YO7 rt,300.0,2.0
Ba2Cu3YO7 rt,300.0,-2.7
Ba2Cu3YO7 rt,100.0,-1.9
Ba2Cu3YO7 rt,473.0,-6.0
Ba2Cu3YO7 rt,685.0,-15.0
Ba2Cu3YO7 rt,300.0,12.0
Ba2Cu3YO7 rt,140.0,17.0
Ba2Cu3YO7 rt,110.0,9.5
Ba2Cu3YO7 rt,93.0,8.8
Ba2Cu3YO7 rt,90.3,0.2
Ba2Cu3YO7 rt,98.2,10.4
Ba2Cu3YO7 rt,92.0,9.8
Ba2Cu3YO7 rt,88.8,0.6
Ba2Cu3YO7 rt,193.0,7.0
Ba2Cu3YO7 rt,94.0,8.0
Ba2Cu3YO7 rt,700.0,54.0
Ba2Cu3YO7 rt,800.0,39.0
Ba2Cu3YO7 rt,270.0,3.5
SrMnO3 3C,298.0,-350.0
SrMnO3 3C,298.0,-300.0
SrMnO3 3C,120.0,-480.0
SrMnO3 3C,15.0,-210.0
Sr0.16CuLa1.84O4 rt,298.0,21.5
Sr0.16CuLa1.84O4 rt,100.0,35.0
Sr0.16CuLa1.84O4 rt,350.0,-2.0
Sr0.16CuLa1.84O4 rt,50.0,8.0
Sr0.16CuLa1.84O4 rt,50.0,22.0
Sr0.16CuLa1.84O4 rt,50.0,30.0
Sr0.16CuLa1.84O4 rt,290.0,23.0
Sr0.16CuLa1.84O4 rt,120.0,33.0
Sr0.16CuLa1.84O4 rt,23.0,3.8
Sr0.16CuLa1.84O4 rt,50.0,8.6
Sr0.16CuLa1.84O4 rt,267.0,3.2
SrCu2La2O6,27.0,1.0
SrCu2La2O6,157.0,2.4
SrCu2La2O6,275.0,1.4
Ba2Cu3TmO7,130.0,11.0
Ba2Cu3TmO7,298.0,-2.2
Ba2Cu3YbO7,298.0,-4.9
Ba2Cu3YbO7,101.0,-4.25
Ba2Cu3YbO7,96.0,-5.9
Ba2Cu3YbO7,400.0,-1.45
Ba2Cu3YbO7,400.0,33.0
Ba2Cu3YbO7,100.0,28.0
Ba2Cu3YbO7,100.0,-2.4
Ba2Cu3YbO7,300.0,-0.9
Ba2Cu3YbO7,300.0,33.3
Cu2Se ht1,300.0,92.0
Cu2Er0.67Se2,573.0,7000.0
Cu2Er0.67Se2,373.0,250.0
BaCoO3 hex,298.0,-53.0
BaCoO3 hex,100.0,-31.0
CuGaO2,298.0,780.0
NdFeO3,800.0,1000.0
SrCoO3 rt,298.0,75.0
Ba2Cu3YO6,298.0,110.0
Ba2Cu3YO6,50.0,830.0
Ba2Cu3YO6,150.0,740.0
Ba2Cu3YO6,620.0,44.0
Ba2Cu3YO6,308.0,61.0
Ba2Cu3YO6,950.0,177.0
Ba2Cu3YO6,1150.0,-10.0
Ba2Cu3YO6,1023.0,126.0
Ba2Cu3YO6,1023.0,154.0
Ba2Cu3YO6,125.0,3.45
Ba2Cu3YO6,300.0,200.0
Ba2Cu3YO6,4.0,10.0
Ba2Cu3YO6,100.0,140.0
Ba2Cu3YO6,90.0,7.8
Ba2Cu3YO6,100.0,11.4
Ba2Cu3YO6,280.0,6.8
Ba2Cu3YO6,310.0,176.0
Ba2Cu3YO6,510.0,163.0
Ba2Cu3YO6,900.0,168.0
Ba2Cu3YO6,956.0,100.0
Ba2Cu3YO6,1173.0,291.0
Ba2Cu3YO6,33.0,777.0
Ba2Cu3YO6,50.0,830.0
Ba2Cu3YO6,120.0,723.0
Ba2Cu3YO6,197.0,840.0
Ba2Cu3YO6,1000.0,186.0
Ba2Cu3YO6,1075.0,209.0
Ba1.5Cu3Sm1.5O7,300.0,120.0
Ba2Cu3SmO7,298.0,-1.5
Ba2Cu3SmO7,160.0,-2.3
Ba2Cu3SmO7,200.0,3.0
Ba2Cu3SmO7,300.0,13.0
Ba2Cu3SmO7,298.0,21.9
Ba2Cu3GdO7,150.0,-7.4
Ba2Cu3GdO7,298.0,6.5
Ba2Cu3GdO7,298.0,3.4
