formula,Temperature,Seebeck (uV/K)
Bi2Te3 hp4,260.0,-385.0
Bi2Te3 hp4,400.0,-255.0
Bi2Te3 hp4,48.0,84.0
Bi2Te3 hp4,48.0,54.0
CaV0.04Mn0.96O3,27.0,-170.0
CaV0.04Mn0.96O3,350.0,-80.0
CaV0.04Mn0.96O3,22.0,-43.0
Hg2Ru2O7 lt,76.0,-145.0
Ca0.5La0.4Gd0.1MnO3 rt,180.0,-81.0
TiN0.24O1.88,298.0,200.0
Ag0.04Pb0.90Sb0.05Te0.50Se0.50,298.0,105.0
Ba0.5Cu0.5La0.5Fe0.5O2.74,300.0,205.0
Ba0.5Cu0.5La0.5Fe0.5O2.74,300.0,25.0
Ba0.5Cu0.5La0.5Fe0.5O2.74,330.0,30.0
Ca2.97Cu0.02Co1.98Bi0.03O6,373.0,8.0
Ca2.97Cu0.02Co1.98Bi0.03O6,1100.0,146.0
Ca2.91Co2Bi0.09O6,800.0,194.0
Ca2.91Co2Bi0.09O6,373.0,-121.0
Ca2.91Co2Bi0.09O6,1100.0,146.0
LaTi0.5Mn0.5O3,300.0,33.0
Cu5La0.5Ce0.5In,300.0,12.0
Y0.5Er0.5Co3 rt,20.0,-10.0
NbCo2Ga0.2Sn0.8,150.0,-11.7
NbCo2Ga0.2Sn0.8,23.0,-5.78
Nb0.7V0.3Co2Sn rt,235.0,-7.46
Nb0.5V0.5Co2Sn,150.0,-6.25
NbCo2Al0.2Sn0.8,167.0,-13.4
NbCo2Al0.2Sn0.8,167.0,-13.4
Sr0.10Ca0.20La0.20Pr0.50MnO3,300.0,-24.7
Ba2Cu2.94Pr0.05Eu0.95Fe0.06O7,300.0,19.8
Ba2Cu2.94Pr0.05Eu0.95Mn0.06O7,300.0,16.2
Ba2Cu2.94Pr0.05Eu0.95Ni0.06O7,300.0,14.7
Ba2Cu2.94Zn0.06Pr0.05Eu0.95O7,300.0,9.4
CeFe0.90Co0.10AsO0.9F0.1,297.0,-21.5
CeFe0.90Co0.10AsO0.9F0.1,80.0,-38.5
TlMo6O17,300.0,-8.0
TlMo6O17,80.0,10.0
Dy2Mo9O16,100.0,-12.1
Zn0.5Sm0.05Mn0.5Fe1.95O4,400.0,1700.0
Hf0.25Zr0.25Ti0.50NiSn0.98Sb0.02,300.0,-200.0
MgAgSb ht1,600.0,23.0
LaTi0.5Fe0.5O3 rt,800.0,-500.0
Pr2MoO6 rt,298.0,-150.0
ZrCr0.20Ni0.80Sn,298.0,-4.5
Cu0.10ZrNi0.90Sn,298.0,-58.0
Ce2Ir3Al9,50.0,-10.0
Ce2Ir3Al9,298.0,59.0
Ce2Rh3Ga9,50.0,71.0
Ce2Rh3Ga9,298.0,26.0
Ce2Ir3Ga9,50.0,10.0
Ce2Ir3Ga9,298.0,46.0
CeIrSn,300.0,42.0
CeIrSn,500.0,40.0
CeIrSn,100.0,18.0
K2Cu2CeS4,280.0,37.0
Hf6CoBi2,297.0,5.7
Hf6CoBi2,50.0,0.9
SrBi2Se4,299.0,-62.1
Ce2NiB10,100.0,37.4
Ce2NiB10,4.2,17.1
SrRu4Sb12,100.0,-1.4
RbUSb0.33Te6 rhom,298.0,210.0
MgAlB4,100.0,-0.35
V4GaSe4S4,150.0,400.0
V4GaSe4S4,300.0,245.0
IrTe2 hp,60.0,4.0
V2Mo3Fe4O20,300.0,-400.0
ThCoGa4,300.0,11.7
ThCoGa4,300.0,1.9
ThCoGa4,300.0,2.7
Zn3Yb2Ge3,300.0,-12.0
Zn3Yb2Ge3,35.0,2.4
Zn3Yb2Ge3,6.0,0.4
U3Rh3Sb4,298.0,-32.0
Lu2Ir3Si5 lt1 lt,298.0,7.59
Lu2Ir3Si5 lt1 lt,200.0,3.21
Lu2Ir3Si5 lt1 lt,298.0,7.59
Lu2Ir3Si5 lt1 lt,200.0,3.47
Lu2Ir3Si5 lt1 lt,50.0,0.29
Lu2Ir3Si5 lt1 lt,110.0,-0.65
Lu2Ir3Si5 lt1 lt,50.0,0.29
Lu2Ir3Si5 lt1 lt,110.0,-0.46
Y3Ru4Ge13,300.0,37.1
Y3Ru4Ge13,800.0,30.0
BaYbCo4O7.2 lt,125.0,200.0
SmPtSn rt,283.0,-0.95
Ag0.68V2O5 lt,250.0,-6.0
Ag0.68V2O5 lt,250.0,-15.5
Ag0.68V2O5 lt,167.0,-46.0
Ag0.68V2O5 lt,167.0,3.0
UPd2Sb,298.0,9.2
UPd2Sb,55.0,3.0
Sr0.3Pr0.62Ho0.08MnO3 lt,275.0,-2.9
Sr0.3Pr0.62Ho0.08MnO3 lt,20.0,9.6
Sr2Cu2CeEuRu0.95Sn0.05O10,290.0,68.0
ZrCo0.06Ni0.94Sn,300.0,33.5
ZrCo0.06Ni0.94Sn,80.0,18.4
ZrCo0.06Ni0.94Sn,298.0,27.0
Cu0.15CeSb0.85,380.0,18.3
Cu0.15CeSb0.85,240.0,8.0
CuFe0.98Ni0.02O2,350.0,243.0
Cu3Ce3Sn0.67Sb3.33,298.0,61.2
Cu3Ce3Sn0.67Sb3.33,104.0,8.4
Cu3Ce3Sn0.67Sb3.33,377.0,78.0
Cu3Nd3Sn0.05Sb3.95,298.0,65.8
Cu3Nd3Sn0.05Sb3.95,83.0,14.5
Cu3Nd3Sn0.05Sb3.95,370.0,77.5
Cu3Sm3Sn0.05Sb3.95,298.0,124.0
Cu3Sm3Sn0.05Sb3.95,85.0,34.0
Cu3Sm3Sn0.05Sb3.95,365.0,150.0
BaNi0.05Sn0.95O3,450.0,-37.4
Cu3Pr3Sn0.05Sb3.95,298.0,74.4
Cu3Pr3Sn0.05Sb3.95,83.0,24.5
Cu3Pr3Sn0.05Sb3.95,347.0,79.5
Cu3La3Sn0.05Sb3.95,298.0,75.4
Cu3La3Sn0.05Sb3.95,83.0,26.5
Cu3La3Sn0.05Sb3.95,373.0,96.0
Sr0.7La0.1Ce0.2FeO2.75,1023.0,162.7
Sr0.7La0.1Ce0.2FeO2.75,1223.0,203.2
RuSbS,300.0,200.0
RuAsSe,300.0,250.0
RuAsS,300.0,250.0
RuSbSe,300.0,200.0
OsAsS,300.0,1000.0
RuAsTe,300.0,180.0
OsSbS,300.0,150.0
OsAsTe,300.0,250.0
OsAsSe,300.0,250.0
Cr0.5Ru0.5Sb2,300.0,-95.0
Cr0.5Ru0.5Sb2,600.0,-69.0
Cr0.5Ru0.5Sb2,100.0,-173.0
Lu6Co2Sn,100.0,-0.4
Lu6Co2Sn,300.0,-1.33
Lu6Co2Sn,373.0,-1.55
Tm6Co2Sn,93.0,0.44
Tm6Co2Sn,302.0,1.4
Tm6Co2Sn,373.0,1.62
VFe2Al0.97Sb0.03,290.0,-123.0
Nb0.1V0.9Fe2Al,298.0,-117.5
Nb0.1V0.9Fe2Al,297.0,-29.6
Nb0.1V0.9Fe2Al,165.0,-64.3
Mn1.28Co0.36Ni1.64Ga0.72 rt,298.0,-12.7
Sr0.05La0.95VO3,600.0,21.0
Ba4Ag3.97Si2Te9,450.0,408.0
Fe0.5Pd0.5Sb3,505.0,60.0
Fe0.5Pd0.5Sb3,300.0,16.8
Ba4Au3.69Ge2Te9,300.0,64.0
Ba4Au3.69Ge2Te9,550.0,117.0
Ba4Cu3.75Si2Te9,490.0,488.0
La0.1Co4Sb12,490.0,-150.0
La0.1Co4Sb12,490.0,-104.0
CeTiGe ht,298.0,-5.05
CeTiGe ht,18.0,40.0
TiV0.5Ni0.5Sn,298.0,-151.0
TiV0.5Ni0.5Sn,298.0,-108.0
TiV0.5Ni0.5Sn,298.0,-107.0
TiV0.5Ni0.5Sn,80.0,-50.0
TiV0.5Ni0.5Sn,370.0,-190.0
TiV0.5Ni0.5Sn,370.0,-239.0
TiV0.5Ni0.5Sn,80.0,-72.0
TiV0.5Ni0.5Sn,298.0,-50.0
Ag0.05Sn0.9Sb0.05Te,723.0,99.0
Ag0.05Sn0.9Sb0.05Te,323.0,44.0
BaMn0.148Fe1.852As2 rt,130.0,-3.0
Sm0.1Co4Sb12,300.0,-170.0
BaFe1.92Co0.08As2 lt,100.0,-18.0
CeFe4As12,298.0,48.0
Mg2Ga0.008Ge0.397Si0.595,298.0,300.0
Mg2Ga0.008Ge0.397Si0.595,298.0,192.0
Mg2Ga0.004Si0.996,298.0,380.0
Mg2Ga0.004Si0.996,298.0,310.0
Sr0.87La0.1Y0.03TiO3,330.0,-90.7
La0.5Ce0.5MnO3 orth,312.0,24.0
La0.5Ce0.5MnO3 orth,245.0,96.0
La0.5Ce0.5MnO3 orth,143.0,8.0
Cu10Co2Sb4S13,298.0,250.0
Ag0.7Cu0.3TlTe,400.0,420.0
BaPb0.75Sb0.25O3 orth,573.0,-23.0
BaPb0.75Sb0.25O3 orth,1073.0,-23.0
V0.985Al0.015O2 ht tricl,120.0,-50.0
V0.985Al0.015O2 ht tricl,400.0,-21.0
V0.985Al0.015O2 ht tricl,324.0,-394.0
V0.985Al0.015O2 ht tricl,324.0,-632.0
V0.985Al0.015O2 ht tricl,298.0,-1300.0
V0.985Al0.015O2 ht tricl,298.0,400.0
V0.985Al0.015O2 rt,322.0,-340.0
V0.985Al0.015O2 rt,322.0,-607.0
V0.985Al0.015O2 rt,298.0,-1300.0
V0.985Al0.015O2 rt,298.0,400.0
MgFe0.1Ni2.9C,20.0,-0.62
MgRu0.1Ni2.9C,298.0,-6.4
Pr0.02Bi0.85Sb0.13,298.0,-102.0
Ba2InBi0.96Sb0.04O6,400.0,-37.4
Ca2.91La0.09Co2O6,600.0,162.0
Ca3Cr0.06Co1.94O6,350.0,10.0
Ca3Cr0.06Co1.94O6,500.0,160.0
Ca3Cr0.06Co1.94O6,1170.0,90.0
Ca0.96Mn0.96Bi0.04Si0.04O3,298.0,-190.0
Ag0.95In0.95Sn0.05O2,500.0,-92.0
Sr2Cu2TmCo0.5Ga0.5O7,295.0,187.5
Sr2Ca0.4Cu2Tm0.6CoO7,295.0,28.12
Li2Ni0.3Pd2.7B,298.0,-8600.0
Sr0.9Nd0.1TiO3,310.0,-150.0
CuLa0.55Y0.45O2,289.0,82.3
CuLa0.55Y0.45O2,200.0,74.5
CuLa0.55Y0.45O2,95.0,50.5
La0.05Ce0.95RhAs,300.0,71.4
Na0.75Ag0.15Co0.85O2,300.0,101.0
Na0.75Ag0.15Co0.85O2,373.0,106.173
Sr0.9La0.1Fe2As2 rt,298.0,-9.0
Sr1.6Ca1.3Cu2Bi2.2O8,298.0,-4.0
Sr1.6Ca1.3Cu2Bi2.2O8,100.0,1.0
Sr1.6Ca1.3Cu2Bi2.2O8,,-12.0
Sr1.6Ca1.3Cu2Bi2.2O8,95.0,2.7
Sr1.6Ca1.3Cu2Bi2.2O8,290.0,-3.2
Sr1.6Ca1.3Cu2Bi2.2O8,290.0,12.3
Sr1.6Ca1.3Cu2Bi2.2O8,100.0,8.1
Sr1.6Ca1.3Cu2Bi2.2O8,290.0,4.2
Sr1.6Ca1.3Cu2Bi2.2O8,100.0,1.6
Sr1.6Ca1.3Cu2Bi2.2O8,290.0,10.1
Sr1.6Ca1.3Cu2Bi2.2O8,150.0,16.4
CuMn3As2,298.0,2.0
Sr2RhO4 ht,250.0,36.0
Sr2RhO4 ht,100.0,11.0
Fe0.95Co0.05Se,298.0,8.0
Fe0.95Co0.05Se,100.0,-63.0
Cr0.02Fe0.98Se0.98,298.0,19.0
Sr0.5La0.45Y0.05MnO3,,-32.0
HoPdBi,298.0,50.0
La4Co2.4Ni0.6O10,298.0,251.0
La4Co2.4Ni0.6O10,298.0,253.7
Li0.25Gd0.04Fe2.21Ni0.5O4,298.0,-65.0
Li0.25Gd0.04Fe2.21Ni0.5O4,340.0,-56.0
BaZnYCo3O7,180.0,211.0
BaZnYCo3O7,260.0,174.0
Ti0.92Ta0.08CoSb,600.0,-205.0
CeOs2Al10,298.0,16.0
SmMn0.01Fe0.99AsO0.88F0.12,298.0,-18.0
SmMn0.01Fe0.99AsO0.88F0.12,84.0,-71.0
In0.01Pb0.99Te0.994I0.006,307.0,-159.0
In0.01Pb0.99Te0.994I0.006,655.0,-199.0
Cd3As0.5P1.5 tet2,90.0,14.3
Cd3As0.5P1.5 tet2,90.0,26.7
Cd3As0.5P1.5 tet2,298.0,82.9
Cd3As0.5P1.5 tet2,298.0,56.2
V0.675Fe0.375O2 hp,298.0,208.0
V0.675Fe0.375O2 hp,298.0,-158.0
V0.675Fe0.375O2 hp,298.0,-1300.0
V0.675Fe0.375O2 hp,298.0,400.0
Rb0.44MoO3,,0.0
Rb0.44MoO3,60.0,-275.0
Rb0.44MoO3,178.0,-2.0
PbSe2,35.0,5.2
PbSe2,400.0,99.0
K0.54Sn4.68Bi2.78Se9,300.0,-48.0
K0.54Sn4.68Bi2.78Se9,400.0,-65.0
KSn5Bi5Se13,300.0,-16.0
KSn5Bi5Se13,400.0,-27.0
Ag0.01Tl1.99Te,298.0,180.0
YMn0.75Ni0.25O3,362.0,-13.0
YMn0.75Ni0.25O3,740.0,-41.0
Sr4Zn4Ge19,298.0,-24.0
Sr4Zn4Ge19,5.0,-1.0
AgCd2Ga0.9In0.1S4,300.0,-125.0
Ag0.8Cu0.2Cd2GaS4,300.0,-30.0
Cu0.2VFe0.8Sb,298.0,-112.9
Cu0.2VFe0.8Sb,400.0,-140.0
Cu0.2VFe0.8Sb,25.0,-15.0
Dy5Ge2Si2 lt,280.0,7.7
Dy5Ge2Si2 lt,30.0,17.2
CeIrSnH0.7,150.0,60.0
CeIrSnH0.7,63.0,-8.7
CeRhSnH0.8,150.0,60.0
CeRhSnH0.8,38.0,-1.05
CsBi3Se5 orth,298.0,-40.0
CsCdBi3Se6,298.0,-235.0
K2Ag3CeTe4,298.0,160.0
MoIn0.25Se2,,-5.0
KCu2EuTe4,298.0,23.0
KCu2EuTe4,298.0,23.0
Na0.2Ag2.8EuTe4,298.0,70.0
Na0.2Ag2.8EuTe4,298.0,70.0
Sr3Cu2Sc2S2O5,298.0,93.0
Cu2Te0.7Se0.3,298.0,8.0
Cu2Te0.7Se0.3,298.0,40.0
GdCo0.95Ni0.05O3,600.0,211.0
DyCo0.95Ni0.05O3,660.0,222.0
Au2CeIn4 lt,190.0,-4.2
Au2CeIn4 lt,100.0,-0.9
Sr0.4La0.6Fe0.6Co0.2Ni0.2O3,298.0,-5.3
GdPdBi,298.0,97.7
GdPdBi,298.0,94.3
GdPdBi,298.0,79.0
Mg1.3Er0.025Ti0.3Fe1.375O4,460.0,8.0
Ti0.8Nb0.2O2 tf,600.0,-80.0
Sr4Ru3O10,300.0,34.0
Eu4Ga8Ge15 rt,100.0,-36.0
Sr3Rh2O7,200.0,16.0
Eu0.63Fe2.4Co1.6Sb12,150.0,43.9
CeRu4As12,250.0,67.0
CeRu4As12,250.0,67.0
CeRu4As12,75.0,66.0
CeRu4As12,100.0,38.0
K0.33Ba0.67AgTe2 tet,298.0,285.0
Sr0.875Pd3Bi0.125O4,298.0,-11.3
Ce0.5Pr0.5B6,50.0,13.0
Ce0.5Pr0.5B6,2.0,1.9
Ce0.5Pr0.5B6,8.0,42.8
Ce0.5Pr0.5B6,300.0,2.4
Ti0.9V0.1CoSb,350.0,-183.0
Ba3Si4C2,298.0,250.0
CsNa2Cu0.625Ge16.375,298.0,-13.52
Co2Sn3Se3,298.0,140.0
TiCoGe0.15Sb0.85,298.0,128.1
Na0.05Pb0.45Sn0.45Sb0.05Te,300.0,71.0
Na0.05Pb0.45Sn0.45Sb0.05Te,550.0,175.0
Na0.05Sn0.9Sb0.05Te,300.0,42.0
Na0.05Sn0.9Sb0.05Te,550.0,74.0
Na0.05Pb0.9Bi0.05Te,300.0,95.0
Na0.05Pb0.9Bi0.05Te,550.0,300.0
Na0.05Pb0.9Sb0.05Te,300.0,106.0
Na0.05Pb0.9Sb0.05Te,550.0,268.0
Na0.05Pb0.45Sn0.45Bi0.05Te,285.0,42.0
Na0.05Pb0.45Sn0.45Bi0.05Te,300.0,41.0
Na0.05Pb0.45Sn0.45Bi0.05Te,550.0,134.0
Na0.05Sn0.9Bi0.05Te,300.0,37.0
Na0.05Sn0.9Bi0.05Te,550.0,76.0
Ho0.3Zr0.7NiSn,298.0,27.0
Ho0.3Zr0.7NiSn,80.0,4.0
Ho0.3Zr0.7NiSn,200.0,10.0
Ho0.3Zr0.7NiSn,298.0,23.0
Tl4HfTe4,320.0,380.0
Tl4HfTe4,560.0,90.0
TbGe5 ht-hp,298.0,-2.0
Sr0.16Yb0.03Co4Sb12,298.0,-116.0
Hf0.5Zr0.5RhSn0.01Sb0.99,298.0,9.0
Hf0.5Zr0.5Co0.5Rh0.5Sn0.01Sb0.99,298.0,29.0
Hf0.5Zr0.5CoSn0.01Sb0.99,298.0,0.0
Sr0.87La0.1Dy0.03TiO3 cub,298.0,-80.0
Sr0.87La0.1Dy0.03TiO3 cub,1145.0,-219.0
Sr0.87La0.1Dy0.03TiO3 tet,298.0,-63.0
Sr0.87La0.1Dy0.03TiO3 tet,1147.0,-187.0
Sr0.5La0.5Fe0.75Ni0.25O2.95 rt,300.0,88.79
ZrIr0.2NiSn,298.0,51.0
Ag0.1Pb0.9Se2,35.0,3.0
Ag0.1Pb0.9Se2,400.0,56.0
Pb0.9Bi0.1Se2,35.0,-15.0
Pb0.9Bi0.1Se2,390.0,-146.0
Sr2Cu2CoS2O2,300.0,113.0
La2BiO2,283.0,20.6
Er2BiO2,298.0,7.2
Gd2BiO2,298.0,2.8
V0.18Fe0.6Al0.12Si0.1 lt,50.0,-11.6
Mn3AlN,298.0,14.0
Hf0.475Zr0.475Nb0.05NiSn,298.0,-99.0
Lu0.2Zr0.8NiSn,90.0,7.6
Rh3Bi2Se2,300.0,-0.95
Cu0.284YbSi1.599,300.0,-0.4
Cu0.284YbSi1.599,50.0,-9.2
SrY0.5Ru0.5O3 ht,1200.0,-250.0
Mn0.25Sn0.75Bi2Se4,298.0,-123.0
Mn0.25Sn0.75Bi2Se4,575.0,-90.0
Na1.9Cu4Se2O,300.0,2.4
ZnCdEuSb2,298.0,170.0
BaBiTe3,298.0,200.0
K7.5Ag13.5La6Te27,300.0,170.0
K7.5Ag13.5Ce6Te27,298.0,130.0
K0.65Ag2Eu1.35Te4,298.0,180.0
RuIn2.9Sn0.1,308.0,-83.0
Zn0.1RuIn2.9,308.0,175.0
K0.04Pb0.87Sb0.04Te0.96,298.0,-113.0
Nb0.15Cr0.35W0.5O2,280.0,17.0
Nb0.15Cr0.35W0.5O2,100.0,17.0
Ba2Ca0.12Nd1.88Co4O11,298.0,200.0
Ba2Ca0.12Nd1.88Co4O11,298.0,160.0
V0.9W0.1Fe2Al,750.0,-41.0
V0.9W0.1Fe2Al,350.0,-108.0
Mg1.96Bi0.02Si0.98,318.0,-115.0
Mg1.96Bi0.02Si0.98,858.0,-230.0
CeNi9Ge2Si2,298.0,0.6
CeNi9Ge2Si2,20.0,17.2
Ag0.05Pb0.45Sn0.45Sb0.05Te,320.0,103.0
Ag0.05Pb0.45Sn0.45Sb0.05Te,298.0,-165.0
Ag0.05Pb0.45Sn0.45Sb0.05Te,773.0,-239.0
CeRhGeH1.8,120.0,24.0
CeRhGeH1.8,298.0,10.1
CeIrGeH1.8,175.0,20.0
CeIrGeH1.8,15.0,3.0
CeIrGeH1.8,298.0,14.2
CeCoSiH,110.0,22.0
CeCoSiH,32.0,8.0
SmIn3S6,300.0,315.0
LuIn3S6,300.0,365.0
Gd0.2Tm0.8Co2 rhom,298.0,-12.5
Gd0.2Tm0.8Co2 rhom,50.0,-3.1
Ba2Cu2.91YFe0.09O7,313.0,30.0
Ba2Cu2.91YFe0.09O7,623.0,16.0
Au2Y0.4Ce0.6Si2,100.0,1.71
Gd0.2Tm0.8Co2 cub,42.0,0.0
Gd0.2Tm0.8Co2 cub,27.0,6.5
Au2La0.4Ce0.6Si2,100.0,1.69
Ag2La0.4Ce0.6Si2,60.0,-0.47
Ag2Y0.4Ce0.6Si2,60.0,-1.05
CuY0.4Tb0.6,210.0,3.67
CuY0.4Tb0.6,210.0,7.0
CuY0.4Tb0.6,210.0,3.42
CuY0.4Tb0.6,210.0,6.5
CeRu0.5Rh0.5Sn,285.0,36.8
LaFePO0.9F0.1,300.0,-34.0
Na0.01Pb0.99Se,298.0,29.0
Na0.01Ca0.04Pb0.95Se,298.0,41.0
Na0.01Ba0.04Pb0.95Se,298.0,30.0
Na0.01Sr0.04Pb0.95Se,298.0,36.0
Cd0.995Pr0.005O,1023.0,-113.0
Cd0.995Pr0.005O,347.0,-47.0
PdAsP,300.0,240.0
Ca0.5La0.5MnO3 rt cub,250.0,15.0
Ca0.5La0.5MnO3 rt cub,19.3,-54.3
Ca0.5La0.5MnO3 rt cub,298.0,-60.0
Ca0.5La0.5MnO3 rt cub,95.0,2.5
Ca0.5La0.5MnO3 rt cub,220.0,55.5
Ca0.5La0.5MnO3 rt cub,300.0,25.0
Hf0.25Zr0.25Ti0.50Ni0.90Pd0.10Sn0.98Sb0.02,298.0,-87.0
Hf0.10Zr0.10Ti0.50Nb0.30Ni0.90Pd0.10Sn0.98Sb0.02,298.0,-83.9
LiFe0.2Co0.8O2,298.0,-98.0
LiFe0.2Co0.8O2,500.0,-79.0
NdPtBi,298.0,-90.0
Ba2Ca0.2Cu2.8Zn0.2Y0.8O6.8,290.0,2.4
Ba2Ca0.2Cu2.8Zn0.2Y0.8O6.8,298.0,0.03
Ba2Ca0.2Cu2.8Zn0.2Y0.8O6.8,50.0,0.82
Sr0.15CuLa0.85NdO3.92F0.04,80.0,16.2
Sr0.15CuLa1.45Nd0.40O3.87F0.18,80.0,20.0
Sr0.15CuLa1.45Nd0.40O3.87F0.18,50.0,18.0
Sr0.15CuLa1.45Nd0.40O3.87F0.18,100.0,20.5
Sr0.15CuLa1.45Nd0.40O3.87F0.18,275.0,10.0
Sr0.15CuLa1.45Nd0.40O3.87F0.18,300.0,5.0
Sc0.4Zr0.6B12 rt,298.0,-6.48
Sc0.4Zr0.6B12 rt,200.0,-4.7
Ti0.076V1.924O3 lt,150.0,15.0
Ti0.076V1.924O3 lt,100.0,-285.0
Sn0.02Bi1.08Sb0.90Te2S,298.0,275.0
KWO3 hp,290.0,-33.5
La2PdGe6 orth,300.0,-5.35
BaPr0.5Nd0.5Co2O5.76,300.0,-4.3
BaPr0.5Eu0.5Co2O5.69,300.0,-2.4
BaPr0.5Gd0.5Co2O5.64,300.0,-1.6
BaPr0.5Sm0.5Co2O5.74,300.0,-4.0
BaPr0.5Tb0.5Co2O5.62,300.0,0.7
BaPr0.5Dy0.5Co2O5.62,300.0,2.7
CaCoO3 ht-hp,320.0,200.0
CaCoO3 ht-hp,298.0,130.0
CaCoO3 ht-hp,298.0,119.0
Ca0.15La0.7MnTe0.15O3.01 lt,6.0,-0.2
Ca0.15La0.7MnTe0.15O3.01 lt,100.0,-3.5
Ca0.15La0.7MnTe0.15O3.01 lt,270.0,-24.3
Ca0.15La0.7MnTe0.15O3.01 lt,363.0,-25.0
TlMo3O9,250.0,810.0
TlMo3O9,400.0,600.0
RhSb2 ht,298.0,30.0
TiSe2 lt,150.0,-150.0
TaS2 lt tricl,240.0,-20.0
TaS2 lt tricl,275.0,-18.4
TaS2 lt tricl,50.0,170.0
TaS2 lt tricl,170.0,160.0
Zr6O0.96 rt,298.0,-5.9
ReSi2,310.0,-110.0
ReSi2,600.0,150.0
ReSi2,600.0,-300.0
ZnxGaAs,295.0,269.0
ZnxGaSb,298.0,153.0
ZnxGaSb,873.0,227.0
Fe3O4 lt mon1,75.0,-220.0
Cu2Yb0.5In0.5 lt,4.2,-1.1
Cu2Yb0.5In0.5 lt,42.0,-16.5
Cu2Yb0.5In0.5 lt,80.0,-5.5
Cu2Yb0.5In0.5 lt,150.0,-1.7
Cu2Yb0.5In0.5 lt,300.0,3.7
CoC36Cl2 sta4,298.0,27.0
CoC36Cl2 sta4,10.0,0.7
Sr2Cu2YBi2O8.50,100.0,375.0
Sr2Cu2YBi2O8.50,300.0,475.0
Li0.04Mg0.98Cu1.98O3 orth,298.0,400.0
Ce0.25Nd0.75Ni,200.0,30.0
Ce0.25Nd0.75Ni,56.0,42.0
Sm hp2,298.0,8.7
Sm hp2,298.0,8.8
Sm hp2,298.0,9.4
Ti0.07Ta0.93S2 ht,300.0,80.0
SmTiO3 cub,200.0,0.0
V0.9961Ga0.0039O2 rt,322.0,-96.0
V0.9961Ga0.0039O2 rt,322.0,-450.0
V0.9961Ga0.0039O2 rt,298.0,-1300.0
V0.9961Ga0.0039O2 rt,298.0,400.0
V0.9961Ga0.0039O2 rt,313.0,-144.0
V0.9961Ga0.0039O2 lt,325.0,-49.0
V0.9961Ga0.0039O2 lt,325.0,-458.0
V0.9961Ga0.0039O2 lt,298.0,-1300.0
V0.9961Ga0.0039O2 lt,298.0,400.0
V0.9961Ga0.0039O2 lt,333.0,-176.0
V0.99Ga0.01O2 ht2,298.0,-20.0
V0.99Ga0.01O2 ht2,298.0,-20.0
V2.9994Ga0.0006O5 rt,353.0,260.0
V2.9994Ga0.0006O5 rt,473.0,-15.0
V2.9988Mo0.0012O5 ht,473.0,-10.0
V2.9988Mo0.0012O5 rt,353.0,105.0
Cr0.40Mn3.29Si7.32,300.0,95.0
Mn3.30Fe0.37Si7.33,200.0,98.0
HgCr2GaxSe4,80.0,-28.0
HgCr2GaxSe4,110.0,-16.0
HgCr2GaxSe4,280.0,-30.0
LaCoPbxO3,200.0,-150.0
LaCoPbxO3,500.0,56.0
LaCoPbxO3,,40.0
NiPS3 mon,335.0,1110.0
NiPS3 mon,420.0,750.0
Ba2Cu2.97EuMn0.03O7,250.0,6.3
Ba2Cu2.97EuMn0.03O7,100.0,6.0
Sr2Ca2Ag1.9Cu3Pb0.3Bi1.7O10.3,120.0,5.8
CoSb2.94Se0.06,400.0,-300.0
V3.6842Mo0.3158Fe2O13,353.0,-360.0
LaCe2Al rt,3.6,-2.95
LaCe2Al rt,270.0,4.0
Ce0.25U0.75Ru2Si2,300.0,12.0
Ce0.25U0.75Ru2Si2,10.5,-7.3
Y0.8Dy1.2Mo2O7,100.0,-8.2
Tb1.21NbS3.21,300.0,-5.0
Y0.3U0.7Ru2Si2,300.0,14.6
Ce0.85U0.15NiSn,100.0,18.7
Sr1.8Ca1.2Cu1.92Fe0.08Bi2O8,298.0,-3.5
BaGdCo2O5.38 lt,150.0,-197.0
BaGdCo2O5.38 lt,100.0,540.0
BaGdCo2O5.38 lt,100.0,278.0
BaGdCo2O5.38 lt,298.0,92.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,120.0,12.5
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,120.0,8.0
BaVS3 lt3,298.0,-43.0
BaVS3 lt3,40.0,60.0
Ca0.5Pr0.5Cr0.05Mn0.95O3 lt,100.0,33.3
Li0.11Ti0.89N0.72O0.58,298.0,-12.0
BaGdFe2O5.02 lt,270.0,68.0
BaGdFe2O5.02 lt,280.0,52.0
La0.5MnPb0.5O3 ht1,298.0,-5.0
La0.5MnPb0.5O3 ht1,60.0,3.0
La0.5MnPb0.5O3 ht1,325.0,-6.7
La0.5MnPb0.5O3 ht1,300.0,-3.7
Sr0.5MnBi0.5O3 rt tet,298.0,-89.0
Sr0.5MnBi0.5O3 rt tet,400.0,-59.0
Sr0.5MnBi0.5O3 rt tet,400.0,-50.0
Sr2Cu2Ce0.5Eu1.5Nb0.5Ru0.5O10,290.0,100.1
Co0.125Ni0.875Sn0.75Sb2.25,200.0,-32.8
CeRhP,150.0,18.52
KOs2O6 rt,300.0,-5.76
KOs2O6 rt,50.0,-8.9
Tl[VO4] lt,125.0,-167.0
Sr0.5Ca0.5Mo0.04Mn0.96O3 lt,75.0,-112.0
Ba0.3Co3.95Ni0.05Sb12,500.0,-134.0
