formula,Temperature,Seebeck (uV/K)
Ca0.9Bi0.1MnO3,300.0,-82.6524
Ca0.9Bi0.1MnO3,400.0,-100.786
Ca0.9Bi0.1MnO3,700.0,-119.707
Ca0.9Bi0.1MnO3,1000.0,-96.0071
Ca0.9Ce0.1MnO3,300.0,-49.1829
Ca0.9Ce0.1MnO3,400.0,-55.3822
Ca0.9Ce0.1MnO3,700.0,-59.9632
Ca0.9Ce0.1MnO3,1000.0,-80.4739
Ca0.9Y0.1MnO3,300.0,-86.6384
Ca0.9Y0.1MnO3,400.0,-91.2314
Ca0.9Y0.1MnO3,700.0,-102.587
Ca0.9Y0.1MnO3,1000.0,-107.567
Ca0.9Sm0.1MnO3,300.0,-102.175
Ca0.9Sm0.1MnO3,400.0,-105.968
Ca0.9Sm0.1MnO3,700.0,-146.796
Ca0.9Sm0.1MnO3,1000.0,-122.707
Ca0.9Sb0.1MnO3,300.0,-69.9028
Ca0.9Sb0.1MnO3,400.0,-70.9189
Ca0.9Sb0.1MnO3,700.0,-81.0778
Ca0.9Sb0.1MnO3,1000.0,-70.1149
Ca0.9La0.1MnO3,300.0,-93.0096
Ca0.9La0.1MnO3,400.0,-98.403
Ca0.9La0.1MnO3,700.0,-116.934
Ca0.9La0.1MnO3,1000.0,-88.437
Ca0.9Pb0.1MnO3,300.0,-274.285
Ca0.9Pb0.1MnO3,400.0,-266.152
Ca0.9Pb0.1MnO3,700.0,-277.092
Ca0.9Pb0.1MnO3,1000.0,-114.746
Ca0.9In0.1MnO3,300.0,-348.389
Ca0.9In0.1MnO3,400.0,-356.591
Ca0.9In0.1MnO3,700.0,-410.971
Ca0.9In0.1MnO3,1000.0,-234.678
Ca0.9Sn0.1MnO3,300.0,-283.848
Ca0.9Sn0.1MnO3,400.0,-281.694
Ca0.9Sn0.1MnO3,700.0,-255.18
Ca0.9Sn0.1MnO3,1000.0,-145.433
CaMnO3,300.0,-476.683
CaMnO3,400.0,-460.992
CaMnO3,700.0,-332.067
CaMnO3,1000.0,-192.833
CuCrO2,300.0,1235.43
CuCrO2,400.0,916.284
CuCrO2,700.0,633.893
CuCrO2,1000.0,617.422
CuCr0.99Mg0.01O2,300.0,525.19
CuCr0.99Mg0.01O2,400.0,444.688
CuCr0.99Mg0.01O2,700.0,428.212
CuCr0.99Mg0.01O2,1000.0,445.826
CuCr0.98Mg0.02O2,300.0,311.548
CuCr0.98Mg0.02O2,400.0,332.182
CuCr0.98Mg0.02O2,700.0,367.981
CuCr0.98Mg0.02O2,1000.0,403.782
CuCr0.97Mg0.03O2,300.0,199.047
CuCr0.97Mg0.03O2,400.0,241.278
CuCr0.97Mg0.03O2,700.0,289.576
CuCr0.97Mg0.03O2,1000.0,325.374
CuCr0.96Mg0.04O2,300.0,196.762
CuCr0.96Mg0.04O2,400.0,225.369
CuCr0.96Mg0.04O2,700.0,270.256
CuCr0.96Mg0.04O2,1000.0,303.784
CuCr0.95Mg0.05O2,300.0,208.131
CuCr0.95Mg0.05O2,400.0,241.265
CuCr0.95Mg0.05O2,700.0,281.605
CuCr0.95Mg0.05O2,1000.0,325.387
NaCo2O4,300.0,81.9
NaCo2O4,400.0,98.0
NaCo2O4,700.0,146.0
NaCo2O4,1000.0,200.0
NaCo2O4,300.0,104.0
NaCo2O4,400.0,118.0
NaCo2O4,700.0,161.0
NaCo2O4,1000.0,175.0
ZnO,700.0,-159.904
ZnO,1000.0,-190.963
Zn0.98Al0.02O,700.0,-133.608
Zn0.98Al0.02O,1000.0,-182.054
Zn0.97Al0.03O,700.0,-124.909
Zn0.97Al0.03O,1000.0,-173.573
Zn0.95Al0.05O,700.0,-112.738
Zn0.95Al0.05O,1000.0,-164.443
Zn0.97Al0.025Ti0.005O,700.0,-170.775
Zn0.97Al0.025Ti0.005O,1000.0,-217.259
Zn0.97Al0.02Ti0.01O,700.0,-147.96
Zn0.97Al0.02Ti0.01O,1000.0,-212.256
Zn0.97Al0.015Ti0.015O,700.0,-143.177
Zn0.97Al0.015Ti0.015O,1000.0,-205.305
Zn0.97Al0.01Ti0.02O,700.0,-139.044
Zn0.97Al0.01Ti0.02O,1000.0,-195.093
Zr0.5Hf0.5NiSn,300.0,-178.765
Zr0.5Hf0.5NiSn,400.0,-208.592
Zr0.5Hf0.5NiSn,700.0,-236.062
Zr0.4Hf0.4Ti0.2NiSn,300.0,-188.659
Zr0.4Hf0.4Ti0.2NiSn,400.0,-233.589
Zr0.4Hf0.4Ti0.2NiSn,700.0,-276.689
Zr0.35Hf0.35Ti0.3NiSn,300.0,-369.912
Zr0.35Hf0.35Ti0.3NiSn,400.0,-379.426
Zr0.35Hf0.35Ti0.3NiSn,700.0,-348.046
Zr0.25Hf0.25Ti0.5NiSn,300.0,-311.579
Zr0.25Hf0.25Ti0.5NiSn,400.0,-329.939
Zr0.25Hf0.25Ti0.5NiSn,700.0,-328.251
Zr0.15Hf0.15Ti0.7NiSn,300.0,-252.204
Zr0.15Hf0.15Ti0.7NiSn,400.0,-264.835
Zr0.15Hf0.15Ti0.7NiSn,700.0,-260.541
CeFe4Sb12,300.0,68.2676
CeFe4Sb12,400.0,87.0227
CeFe4Sb12,700.0,128.846
CeFe4Sb12,1000.0,156.737
CeFe3CoSb12,300.0,86.5388
CeFe3CoSb12,400.0,107.702
CeFe3CoSb12,700.0,149.997
CeFe3CoSb12,1000.0,176.441
CeFe2.5Co1.5Sb12,300.0,104.331
CeFe2.5Co1.5Sb12,400.0,123.077
CeFe2.5Co1.5Sb12,700.0,162.016
CeFe2.5Co1.5Sb12,1000.0,189.903
CeFe2Co2Sb12,300.0,107.699
CeFe2Co2Sb12,400.0,134.608
CeFe2Co2Sb12,700.0,163.937
CeFe2Co2Sb12,1000.0,117.784
CeFeCo3Sb12,300.0,-87.0125
CeFeCo3Sb12,400.0,-102.424
CeFeCo3Sb12,700.0,-140.861
CeFeCo3Sb12,1000.0,-138.009
CeFe1.5Co2.5Sb12,300.0,16.3458
CeFe1.5Co2.5Sb12,400.0,12.0057
CeFe1.5Co2.5Sb12,700.0,-35.5636
CeFe1.5Co2.5Sb12,1000.0,-89.9103
LaFe3CoSb12,300.0,108.391
LaFe3CoSb12,400.0,142.661
LaFe3CoSb12,700.0,210.479
Zr0.5Hf0.5NiSn,300.0,-177.252
Zr0.5Hf0.5NiSn,700.0,-237.912
Zr0.5Hf0.5NiSn1.998Sb0.002,300.0,-250.0
Zr0.5Hf0.5NiSn1.998Sb0.002,400.0,-281.0
Zr0.5Hf0.5NiSn1.998Sb0.002,700.0,-307.0
Zr0.5Hf0.5NiSn1.994Sb0.006,300.0,-211.0
Zr0.5Hf0.5NiSn1.994Sb0.006,400.0,-237.0
Zr0.5Hf0.5NiSn1.994Sb0.006,700.0,-274.0
Zr0.4Hf0.4Ti0.2NiSn,300.0,-181.756
Zr0.4Hf0.4Ti0.2NiSn,700.0,-287.251
Zr0.35Hf0.35Ti0.3NiSn,300.0,-329.724
Zr0.35Hf0.35Ti0.3NiSn,700.0,-345.217
Zr0.3Hf0.3Ti0.4NiSn,300.0,-316.151
Zr0.3Hf0.3Ti0.4NiSn,700.0,-358.019
Zr0.25Hf0.25Ti0.5NiSn,300.0,-303.567
Zr0.25Hf0.25Ti0.5NiSn,700.0,-333.898
Zr0.15Hf0.15Ti0.7NiSn,300.0,-250.711
Zr0.15Hf0.15Ti0.7NiSn,700.0,-260.931
SrTi0.8Nb0.2O3,300.0,-63.5492
SrTi0.8Nb0.2O3,400.0,-76.9741
SrTi0.8Nb0.2O3,700.0,-122.314
SrTi0.8Nb0.2O3,1000.0,-163.115
SrDy0.08Ti0.92O3,300.0,-49.7
SrDy0.08Ti0.92O3,400.0,-70.5
SrDy0.08Ti0.92O3,700.0,-147.0
SrDy0.08Ti0.92O3,1000.0,-191.6
SrNd0.17Ti0.83O3,300.0,-32.5
SrNd0.17Ti0.83O3,400.0,-42.2
SrNd0.17Ti0.83O3,700.0,-96.0
SrNd0.17Ti0.83O3,1000.0,-141.8
SrNd0.2Ti0.8O3,300.0,-34.4
SrNd0.2Ti0.8O3,400.0,-44.9
SrNd0.2Ti0.8O3,700.0,-94.4
SrNd0.2Ti0.8O3,1000.0,-140.0
SrNd0.24Ti0.76O3,300.0,-22.6
SrNd0.24Ti0.76O3,400.0,-31.5
SrNd0.24Ti0.76O3,700.0,-80.7
SrNd0.24Ti0.76O3,1000.0,-124.0
Zn4Sb3,300.0,122.133
Zn4Sb3,400.0,148.361
Zn4Sb3,700.0,184.769
Zn4Sb3,300.0,126.887
Zn4Sb3,400.0,155.085
Zn4Sb3,700.0,188.372
Zn4Sb3,300.0,135.898
Zn4Sb3,400.0,160.988
Zn4Sb3,700.0,191.811
ZnO,300.0,-301.0
ZnO,400.0,-293.962
ZnO,700.0,-329.869
ZnO,1000.0,-436.926
Zn0.995Al0.005O,300.0,-154.022
Zn0.995Al0.005O,400.0,-190.595
Zn0.995Al0.005O,700.0,-166.107
Zn0.995Al0.005O,1000.0,-231.536
Zn0.99Al0.01O,300.0,-178.859
Zn0.99Al0.01O,400.0,-204.023
Zn0.99Al0.01O,700.0,-182.219
Zn0.99Al0.01O,1000.0,-167.118
Zn0.98Al0.02O,300.0,-137.914
Zn0.98Al0.02O,400.0,-147.654
Zn0.98Al0.02O,700.0,-171.48
Zn0.98Al0.02O,1000.0,-175.0
Zn0.95Al0.05O,300.0,-174.827
Zn0.95Al0.05O,400.0,-173.816
Zn0.95Al0.05O,700.0,-195.646
Zn0.95Al0.05O,1000.0,-200.026
SrNb0.15Ti0.85O3,300.0,-39.5353
SrNb0.15Ti0.85O3,400.0,-47.5373
SrNb0.15Ti0.85O3,700.0,-99.982
SrNb0.15Ti0.85O3,1000.0,-176.694
Ba8Ga16Ge30,300.0,-42.79
Ba8Ga16Ge30,300.0,-49.65
Ba8Ga16Ge30,400.0,-55.98
Ba8Ga16Ge30,400.0,-62.16
Ba8Ga16Ge30,700.0,-102.27
Ba8Ga16Ge30,700.0,-107.38
Ba8Ga16Ge30,1000.0,-141.98
Ba8Ga16Ge30,1000.0,-144.4
CsBi4Te6,300.0,105.3
Sb0.005I0.015Cs0.995Bi3.98Te5.97,300.0,154.2
Ba8Ga16Ge30,300.0,-50.0
Ba8Ga16Ge30,400.0,-75.0
Ba8Ga16Ge30,700.0,-150.0
Ba8Ga16Ge30,1000.0,-200.0
Tl9BiTe6,300.0,256.0
Tl9BiTe6,400.0,337.9
Bi1.2S1.2Ti2S4,300.0,-41.3
Bi1.2S1.2Ti2S4,400.0,-54.85
Bi1.2S1.2Ti2S4,700.0,-89.12
Pb1.8S1.8Ti2S4,300.0,-50.8
Pb1.8S1.8Ti2S4,400.0,-70.8
Pb1.8S1.8Ti2S4,700.0,-128.9
Sn1.2S1.2Ti2S4,300.0,-64.8
Sn1.2S1.2Ti2S4,400.0,-88.8
Sn1.2S1.2Ti2S4,700.0,-140.8
Ba8Au5.14Si39.51,300.0,-102.0
Ba8Au5.14Si39.51,400.0,-118.1
Ba8Au5.14Si39.51,700.0,-98.25
Ba8Au5.59Si39.01,300.0,106.2
Ba8Au5.59Si39.01,400.0,126.5
Ba8Au5.59Si39.01,700.0,136.48
Ba8Au6.10Si38.97,300.0,46.24
Ba8Au6.10Si38.97,400.0,56.99
Ba8Au6.10Si38.97,700.0,76.87
KBi6.33S10,300.0,-25.0
Tl11.5Sb11.5Cu8Se27,300.0,220.0
TlTiPS5,300.0,-160.0
Tl2Cu2SnTe4,300.0,345.0
Mg2Si0.999Bi0.001,300.0,-151.0
Mg2Si0.999Bi0.001,400.0,-164.4
Mg2Si0.999Bi0.001,700.0,-231.0
Mg2Si0.9985Bi0.0015,300.0,-107.0
Mg2Si0.9985Bi0.0015,400.0,-149.0
Mg2Si0.9985Bi0.0015,700.0,-217.0
Mg2Si0.997Bi0.003,300.0,-76.6
Mg2Si0.997Bi0.003,400.0,-101.0
Mg2Si0.997Bi0.003,700.0,-153.0
Mg2Si0.995Bi0.005,300.0,-67.7
Mg2Si0.995Bi0.005,400.0,-83.5
Mg2Si0.995Bi0.005,700.0,-121.2
Mg2Si0.994Bi0.006,300.0,-61.0
Mg2Si0.993Bi0.007,400.0,-78.6
Mg2Si0.993Bi0.007,700.0,-125.0
Mg2Si0.98Bi0.02,300.0,-82.9
Mg2Si0.98Bi0.02,400.0,-110.3
Mg2Si0.98Bi0.02,700.0,-174.9
Mg2Si0.98Bi0.02,1000.0,-212.3
Mg2Si0.6Ge0.4Bi0.02,300.0,-83.0
Mg2Si0.6Ge0.4Bi0.02,400.0,-117.5
Mg2Si0.6Ge0.4Bi0.02,700.0,-176.2
Mg2Si0.6Ge0.4Bi0.02,1000.0,-187.7
Mg2Si0.98Ag0.02,300.0,26.0
Mg2Si0.98Ag0.02,400.0,178.0
Mg2Si0.98Ag0.02,700.0,149.0
Mg2Si0.98Ag0.02,1000.0,192.0
Mg2Si0.6Ge0.4Ag0.02,300.0,30.42
Mg2Si0.6Ge0.4Ag0.02,400.0,157.9
Mg2Si0.6Ge0.4Ag0.02,700.0,318.8
Mg2Si0.6Ge0.4Ag0.02,1000.0,224.0
Ag9TlTe5,300.0,388.0
Ag9TlTe5,400.0,327.0
Ag9TlTe5,700.0,311.0
Tl2SnTe5,300.0,219.0
Tl2GeTe5,300.0,285.0
Tl2SnTe5,300.0,163.0
Tl2SnTe5,300.0,145.0
Sr0.145Ga0.302Ge0.553,300.0,-320.0
Sr0.147Ga0.298Ge0.555,300.0,-154.0
Sr0.146Ga0.285Ge0.569,300.0,-128.0
Ba8Ga16Ge30,300.0,149.0
Ba8Ga16Ge30,400.0,185.0
Ba8Ga16Ge30,700.0,288.0
Ba8Ga16Ge30,1000.0,289.0
Ba8Ga18Ge28,300.0,-78.9
Ba8Ga18Ge28,400.0,-112.9
Ba8Ga18Ge28,700.0,-219.0
Ba8Ga18Ge28,1000.0,-266.0
Ba8Ga16Sn30,300.0,-188.6
Ba8Ga16Sn30,400.0,-233.0
Ba8Ga16Sn30,700.0,-138.0
Sr8Ga16Ge30,300.0,-71.9
Sr8Ga16Ge30,400.0,-94.9
Sr8Ga16Ge30,700.0,-139.0
Ba8Ga16Ge30,300.0,-62.0
Ba8Ga16Ge30,400.0,-100.8
Ba8Ga16Ge30,700.0,-186.0
Ba8Ga16Si30,300.0,-49.3
Ba8Ga16Si30,400.0,-62.8
Ba8Ga16Si30,700.0,-111.0
Mg2Si,300.0,-89.0
Mg2Si,400.0,-189.0
Mg2Si,700.0,-267.0
Mg1.95Ca0.05Si,300.0,-74.8
Mg1.95Ca0.05Si,400.0,-94.8
Mg1.95Ca0.05Si,700.0,-153.0
Mg1.9Ca0.1Si,300.0,-61.0
Mg1.9Ca0.1Si,400.0,-74.0
Mg1.9Ca0.1Si,700.0,-130.0
Mg2Si,300.0,-178.0
Mg2Si,400.0,-205.0
Mg2Si,700.0,-282.6
Cu2Se,300.0,90.0
Cu2Se,400.0,107.0
Cu2Se,700.0,201.0
Cu2Se,1000.0,297.0
Cu1.98Se,300.0,62.4
Cu1.98Se,400.0,64.2
Cu1.98Se,700.0,129.0
Cu1.98Se,1000.0,201.5
Ca3Co4O9,300.0,125.5
Ca3Co4O9,400.0,152.0
Ca3Co4O9,700.0,197.0
Ca3Co4O9,1000.0,245.0
Ca3Co4O9,300.0,117.0
Ca3Co4O9,400.0,121.0
Ca3Co4O9,700.0,147.0
Ca3Co4O9,1000.0,177.0
Ca2.7Na0.3Co4O9,300.0,117.0
Ca2.7Na0.3Co4O9,400.0,125.6
Ca2.7Na0.3Co4O9,700.0,153.6
Ca2.7Na0.3Co4O9,1000.0,184.0
Ca2.7Bi0.3Co4O9,300.0,135.4
Ca2.7Bi0.3Co4O9,400.0,140.8
Ca2.7Bi0.3Co4O9,700.0,169.0
Ca2.7Bi0.3Co4O9,1000.0,196.8
Ca2.4Na0.3Bi0.3Co4O9,300.0,132.0
Ca2.4Na0.3Bi0.3Co4O9,400.0,144.6
Ca2.4Na0.3Bi0.3Co4O9,700.0,173.0
Ca2.4Na0.3Bi0.3Co4O9,1000.0,205.0
Sr0.9Y0.1TiO3,300.0,-92.5
Sr0.9Y0.1TiO3,400.0,-119.5
Sr0.9Y0.1TiO3,700.0,-185.3
Sr0.9Y0.1TiO3,1000.0,-228.0
Ba0.3Sr0.6La0.1TiO3,300.0,-82.2
Ba0.3Sr0.6La0.1TiO3,400.0,-101.4
Ba0.3Sr0.6La0.1TiO3,700.0,-163.0
CuRhO2,300.0,294.8
CuRhO2,400.0,275.3
CuRhO2,700.0,292.4
CuRhO2,1000.0,317.0
CuRh0.99Mg0.01O2,300.0,261.0
CuRh0.99Mg0.01O2,400.0,259.0
CuRh0.99Mg0.01O2,700.0,283.0
CuRh0.99Mg0.01O2,1000.0,315.0
CuRh0.96Mg0.04O2,300.0,174.4
CuRh0.96Mg0.04O2,400.0,187.8
CuRh0.96Mg0.04O2,700.0,232.0
CuRh0.96Mg0.04O2,1000.0,271.0
CuRh0.9Mg0.1O2,300.0,99.7
CuRh0.9Mg0.1O2,400.0,115.0
CuRh0.9Mg0.1O2,700.0,144.9
CuRh0.6Mg0.4O2,1000.0,168.2
Ca3AlSb3,300.0,165.0
Ca3AlSb3,400.0,315.9
Ca3AlSb3,700.0,411.8
Ca3AlSb3,1000.0,265.4
Ca2.97Na0.03AlSb3,300.0,90.0
Ca2.97Na0.03AlSb3,400.0,164.8
Ca2.97Na0.03AlSb3,700.0,248.0
Ca2.97Na0.03AlSb3,1000.0,287.5
Ca2.94Na0.06AlSb3,300.0,81.5
Ca2.94Na0.06AlSb3,400.0,150.0
Ca2.94Na0.06AlSb3,700.0,233.0
Ca2.94Na0.06AlSb3,1000.0,262.0
Ca2.85Na0.15AlSb3,300.0,112.6
Ca2.85Na0.15AlSb3,400.0,152.0
Ca2.85Na0.15AlSb3,700.0,215.0
Ca2.85Na0.15AlSb3,1000.0,243.0
Fe0.998Co0.002Si2,300.0,-191.0
Fe0.998Co0.002Si2,400.0,-183.0
Fe0.998Co0.002Si2,700.0,-180.6
Fe0.998Co0.002Si2,1000.0,-87.3
Fe0.978Co0.00196Si1.96Y0.04O0.06,300.0,-318.0
Fe0.978Co0.00196Si1.96Y0.04O0.06,400.0,-327.0
Fe0.978Co0.00196Si1.96Y0.04O0.06,700.0,-287.0
Fe0.978Co0.00196Si1.96Y0.04O0.06,1000.0,-100.8
Fe0.978Co0.00196Si1.96Y0.12O0.18,300.0,-226.0
Fe0.978Co0.00196Si1.96Y0.12O0.18,400.0,-227.0
Fe0.978Co0.00196Si1.96Y0.12O0.18,700.0,-222.0
Fe0.978Co0.00196Si1.96Y0.12O0.18,1000.0,-68.0
Ca5Al2Sb6,300.0,470.0
Ca5Al2Sb6,400.0,463.0
Ca5Al2Sb6,700.0,390.0
Ca4.95Na0.05Al2Sb6,300.0,193.0
Ca4.95Na0.05Al2Sb6,400.0,219.9
Ca4.95Na0.05Al2Sb6,700.0,261.7
Ca4.75Na0.25Al2Sb6,300.0,142.7
Ca4.75Na0.25Al2Sb6,400.0,161.0
Ca4.75Na0.25Al2Sb6,700.0,200.8
Ca4.75Na0.25Al2Sb6,1000.0,207.0
Fe1.98Ti0.02O3,300.0,-413.39
Fe1.98Ti0.02O3,400.0,-402.83
Fe1.98Ti0.02O3,700.0,-370.39
Fe1.98Ti0.02O3,1000.0,-371.87
Fe1.96Ti0.04O3,300.0,-366.46
Fe1.96Ti0.04O3,400.0,-343.86
Fe1.96Ti0.04O3,700.0,-322.97
Fe1.96Ti0.04O3,1000.0,-328.38
Fe1.94Ti0.06O3,300.0,-335.01
Fe1.94Ti0.06O3,400.0,-308.72
Fe1.94Ti0.06O3,700.0,-292.02
Fe1.94Ti0.06O3,1000.0,-294.72
Fe1.98Sn0.02O3,300.0,-427.64
Fe1.98Sn0.02O3,400.0,-413.39
Fe1.98Sn0.02O3,700.0,-373.83
Fe1.98Sn0.02O3,1000.0,-374.57
Fe1.96Sn0.04O3,300.0,-364.5
Fe1.96Sn0.04O3,400.0,-335.5
Fe1.96Sn0.04O3,700.0,-317.81
Fe1.96Sn0.04O3,1000.0,-323.46
Ba7SrAl16Si30,300.0,-26.52
Ba7SrAl16Si30,400.0,-33.75
Ba7SrAl16Si30,700.0,-53.15
Ba7SrAl16Si30,1000.0,-79.05
Nd2CuO4,300.0,-752.2
Nd2CuO4,400.0,-618.43
Nd2CuO4,700.0,-99.7
Nd2CuO4,1000.0,26.27
Nd2Cu0.98Ni0.02O4,300.0,-249.39
Nd2Cu0.98Ni0.02O4,400.0,-182.68
Nd2Cu0.98Ni0.02O4,700.0,-98.5
Nd2Cu0.98Ni0.02O4,1000.0,-82.67
Nd2Cu0.98Zn0.02O4,300.0,-343.22
Nd2Cu0.98Zn0.02O4,400.0,-294.38
Nd2Cu0.98Zn0.02O4,700.0,-175.63
Nd2Cu0.98Zn0.02O4,1000.0,-63.68
La3Te3.8Sb0.2,300.0,-45.0
La3Te3.8Sb0.2,400.0,-46.6
La3Te3.8Sb0.2,700.0,-67.6
La3Te3.8Sb0.2,1000.0,-87.8
La3Te3.65Sb0.35,300.0,-53.0
La3Te3.65Sb0.35,400.0,-58.0
La3Te3.65Sb0.35,700.0,-87.2
La3Te3.65Sb0.35,1000.0,-117.3
La3Te3.35Sb0.65,300.0,-91.0
La3Te3.35Sb0.65,400.0,-89.9
La3Te3.35Sb0.65,700.0,-159.3
La3Te3.35Sb0.65,1000.0,-221.2
La3Te3.35Bi0.65,300.0,-71.0
La3Te3.35Bi0.65,400.0,-69.5
La3Te3.35Bi0.65,700.0,-130.6
La3Te3.35Bi0.65,1000.0,-185.2
La2.99Te4,300.0,-40.87
La2.99Te4,400.0,-41.6
La2.99Te4,700.0,-57.6
La2.99Te4,1000.0,-74.7
La2.74Te4,300.0,-41.0
La2.74Te4,400.0,-89.0
La2.74Te4,700.0,-159.0
La2.74Te4,1000.0,-215.0
Zn0.9975Al0.0025O,300.0,-210.0
Zn0.9975Al0.0025O,400.0,-220.0
Zn0.9975Al0.0025O,700.0,-268.0
Zn0.9975Al0.0025O,1000.0,-316.0
Sr0.61Ba0.39Nb2O6,300.0,-92.4
Sr0.61Ba0.39Nb2O6,300.0,-186.0
Sr0.61Ba0.39Nb2O6,400.0,-194.0
Sr0.61Ba0.39Nb2O6,700.0,-201.0
Sr0.61Ba0.39Nb2O6,300.0,-220.0
Sr0.61Ba0.39Nb2O6,400.0,-220.0
Sr0.61Ba0.39Nb2O6,700.0,-216.0
Sr4.5Nb4.5O15.5,300.0,-19.0
Sr1.6La0.4Nb2O7,300.0,-107.0
Si0.8Ge0.2,300.0,120.75
Si0.8Ge0.2,400.0,138.43
Si0.8Ge0.2,700.0,191.49
Si0.8Ge0.2,1000.0,231.64
Pb0.96Sr0.4TeNa0.2,300.0,81.0
Pb0.96Sr0.4TeNa0.2,400.0,128.0
Pb0.96Sr0.4TeNa0.2,700.0,239.0
Pb0.96Sr0.4TeNa0.2,1000.0,265.0
Pb0.98Sr0.2TeNa0.1,300.0,68.0
Pb0.98Sr0.2TeNa0.1,400.0,117.0
Pb0.98Sr0.2TeNa0.1,700.0,263.0
Pb0.98TeNa0.2,300.0,64.0
Pb0.98TeNa0.2,400.0,105.0
Pb0.98TeNa0.2,700.0,236.0
W08,300.0,-43.647359
W08,400.0,-58.451946
W08,700.0,-98.148999
W08,1000.0,-130.77099
Mg.305(Sb.03Bi.07).1999Te.001,300.0,-135.71
Mg.305(Sb.03Bi.07).1999Te.001,400.0,-175.0
Mg.305(Sb.03Bi.07).1999Te.001,700.0,-199.55
Mg.305(Sb.03Bi.07)0.19975Te.00025,300.0,-205.05
Mg.305(Sb.03Bi.07)0.19975Te.00025,400.0,-232.24
Mg.305(Sb.03Bi.07)0.19975Te.00025,700.0,-192.12
BiCuSeO,300.0,350.0
BiCuSeO,400.0,350.63
BiCuSeO,700.0,367.92
BiCuSeO,1000.0,386.79
Bi.98Ca.01Pb.01CuSeO,300.0,170.2595937
Bi.98Ca.01Pb.01CuSeO,400.0,182.4492099
Bi.98Ca.01Pb.01CuSeO,700.0,224.6049661
Bi.98Ca.01Pb.01CuSeO,1000.0,240.8577878
Bi.94Ca.02Pb.02CuSeO,300.0,161.6252822
Bi.94Ca.02Pb.02CuSeO,400.0,174.8306998
Bi.94Ca.02Pb.02CuSeO,700.0,213.9390519
Bi.94Ca.02Pb.02CuSeO,1000.0,228.1602709
Bi.92Ca.04Pb.04CuSeO,300.0,139.2776524
Bi.92Ca.04Pb.04CuSeO,400.0,150.4514673
Bi.92Ca.04Pb.04CuSeO,700.0,184.4808126
Bi.92Ca.04Pb.04CuSeO,1000.0,196.1625282
Bi.88Ca.06Pb.06CuSeO,300.0,147.9119639
Bi.88Ca.06Pb.06CuSeO,400.0,161.1173815
Bi.88Ca.06Pb.06CuSeO,700.0,206.8284424
Bi.88Ca.06Pb.06CuSeO,1000.0,225.1128668
Bi.84Ca.08Pb.08CuSeO,300.0,114.8984199
Bi.84Ca.08Pb.08CuSeO,400.0,129.1196388
Bi.84Ca.08Pb.08CuSeO,700.0,169.751693
Bi.84Ca.08Pb.08CuSeO,1000.0,181.4334086
Bi.80Ca.10Pb.10CuSeO,300.0,100.1693002
Bi.80Ca.10Pb.10CuSeO,400.0,111.3431151
Bi.80Ca.10Pb.10CuSeO,700.0,148.4198646
Bi.80Ca.10Pb.10CuSeO,1000.0,161.1173815
LaOBiS2,300.0,-57.35099338
LaOBiS2,400.0,-93.77483444
LaOBiS2,700.0,-130.5298013
LaOBiS.16Se.04,300.0,-67.28476821
LaOBiS.16Se.04,400.0,-98.0794702
LaOBiS.16Se.04,700.0,-143.4437086
LaOBiS.14Se.06,300.0,-72.58278146
LaOBiS.14Se.06,400.0,-102.7152318
LaOBiS.14Se.06,700.0,-146.4238411
LaOBiS.12Se.08,300.0,-82.18543046
LaOBiS.12Se.08,400.0,-104.7019868
LaOBiS.12Se.08,700.0,-158.3443709
LaOBiS.10Se.10,300.0,-79.53642384
LaOBiS.10Se.10,400.0,-100.7284768
LaOBiS.10Se.10,700.0,-150.0662252
La.95F.05OBiS2,300.0,-73.87022016
La.95F.05OBiS2,400.0,-82.27114716
La.75F.25OBiS2,300.0,-33.89339513
La.75F.25OBiS2,400.0,-37.36964079
La.50F.50OBiS2,300.0,-27.5202781
La.50F.50OBiS2,400.0,-33.02433372
Bi2O2Se,300.0,-369.7876448
Bi2O2Se,400.0,-392.3745174
Bi2O2Se,700.0,-404.9227799
Bi1.94Ta0.06O2,300.0,-158.976834
Bi1.94Ta0.06O2,400.0,-189.0926641
Bi1.94Ta0.06O2,700.0,-255.5984556
Bi1.92Ta0.08O2,300.0,-126.3513514
Bi1.92Ta0.08O2,400.0,-153.957529
Bi1.92Ta0.08O2,700.0,-212.9343629
Bi1.90Ta0.10O2,300.0,-116.3127413
Bi1.90Ta0.10O2,400.0,-141.4092664
Bi1.90Ta0.10O2,700.0,-199.1312741
Bi1.88Ta0.12O2,300.0,-116.3127413
Bi1.88Ta0.12O2,400.0,-142.6640927
Bi1.88Ta0.12O2,700.0,-195.3667954
Bi2YO4Cu2Se2,300.0,19.58333333
Bi2YO4Cu2Se2,400.0,23.54166667
Bi2YO4Cu2Se2,700.0,45.625
Bi2YO4Cu2Se2,1000.0,61.875
Bi2YO4Cu2Se1.95I.05,300.0,16.66666667
Bi2YO4Cu2Se1.95I.05,400.0,20.20833333
Bi2YO4Cu2Se1.95I.05,700.0,50.0
Bi2YO4Cu2Se1.9I.10,300.0,39.79166667
Bi2YO4Cu2Se1.9I.10,400.0,36.45833333
Bi2YO4Cu2Se1.9I.10,700.0,52.5
Bi2YO4Cu2Se1.9I.10,1000.0,63.125
Bi2YO4Cu2Se1.85I.15,300.0,26.04166667
