val_loss,epoch,step,train_loss_epoch
0.7213512063026428,0,2,
,0,2,5.199431896209717
0.644305944442749,1,5,
,1,5,1.6630992889404297
0.6269077062606812,2,8,
,2,8,1.3163809776306152
0.6796050071716309,3,11,
,3,11,1.0639079809188843
0.6482454538345337,4,14,
,4,14,0.9191119074821472
